Time,Marker 09.X,Marker 09.Y,Marker 09.Z,Marker 12.X,Marker 12.Y,Marker 12.Z,Marker 10.X,Marker 10.Y,Marker 10.Z,Marker 11.X,Marker 11.Y,Marker 11.Z,Marker 05.X,Marker 05.Y,Marker 05.Z
0,253.388,1287.723,92.042,189.168,1243.525,75.952,200.456,1287.244,65.912,194.054,1260.913,78.52,315.661,1266.49,51.634
0.005,253.388,1287.723,92.042,189.168,1243.525,75.952,200.456,1287.244,65.912,194.054,1260.913,78.52,315.661,1266.49,51.634
0.01,253.34,1287.761,91.941,188.93,1243.441,76.237,200.468,1287.289,65.851,193.989,1260.922,78.546,315.673,1266.459,51.514
0.015,253.686,1287.814,91.85,189.443,1243.53,75.744,200.592,1287.302,65.727,193.973,1260.867,78.604,315.342,1266.602,51.012
0.02,253.479,1287.775,92.137,189.168,1243.508,75.953,200.176,1287.23,66.274,193.831,1260.838,78.808,315.583,1266.464,51.412
0.025,253.611,1287.717,92.036,189.147,1243.499,75.949,200.456,1287.278,65.895,193.917,1260.851,78.773,314.941,1266.682,50.309
0.03,253.45,1287.687,92.416,189.022,1243.519,76.071,200.384,1287.265,65.967,193.879,1260.878,78.748,315.208,1266.631,50.815
0.035,253.646,1287.789,92.097,189.466,1243.595,75.632,200.364,1287.236,65.971,193.998,1260.883,78.594,315.356,1266.584,51.124
0.04,253.434,1287.722,91.98,189.114,1243.537,75.966,200.384,1287.232,65.984,193.959,1260.915,78.624,315.686,1266.485,51.465
0.045,253.978,1287.769,91.911,189.225,1243.536,75.91,200.462,1287.273,65.869,193.926,1260.891,78.675,315.675,1266.449,51.457
0.05,253.146,1287.825,91.852,189.058,1243.524,76.125,200.246,1287.236,66.187,193.924,1260.916,78.663,315.758,1266.464,51.737
0.055,253.672,1287.758,92.051,189.329,1243.529,75.82,200.259,1287.238,66.102,193.891,1260.867,78.778,315.592,1266.431,51.447
0.06,253.537,1287.822,91.912,189.043,1243.459,76.163,200.395,1287.299,65.962,193.922,1260.875,78.74,315.608,1266.548,51.372
0.065,253.445,1287.726,92.156,189.119,1243.547,76.094,200.383,1287.257,66.011,193.836,1260.898,78.819,315.893,1266.546,52.003
0.07,253.072,1287.788,91.912,189.119,1243.552,76.039,200.487,1287.291,65.902,193.756,1260.818,78.908,315.36,1266.58,50.976
0.075,253.617,1287.804,91.932,188.963,1243.499,76.143,200.448,1287.338,65.822,193.715,1260.83,78.983,315.719,1266.55,51.656
0.08,253.481,1287.8,91.819,189.064,1243.5,76.045,200.464,1287.294,65.887,193.715,1260.858,78.913,315.518,1266.608,51.472
0.085,253.261,1287.764,92.022,189.103,1243.536,76.114,200.215,1287.235,66.155,193.984,1260.947,78.623,315.961,1266.536,51.854
