Time,Marker 09.X,Marker 09.Y,Marker 09.Z,Marker 12.X,Marker 12.Y,Marker 12.Z,Marker 10.X,Marker 10.Y,Marker 10.Z,Marker 11.X,Marker 11.Y,Marker 11.Z,Marker 05.X,Marker 05.Y,Marker 05.Z
0,251.345,1294.804,49.748,182.57,1243.106,3.976,191.244,1281.464,-10.444,186.027,1262.929,-7.193,314.53,1262.563,28.537
0.005,251.345,1294.804,49.748,182.57,1243.106,3.976,191.244,1281.464,-10.444,186.027,1262.929,-7.193,314.53,1262.563,28.537
0.01,251.386,1294.807,50.146,182.393,1243.103,4.101,191.209,1281.424,-10.385,185.998,1262.963,-7.203,314.724,1262.567,28.562
0.015,251.399,1294.844,49.721,182.521,1243.112,3.956,191.286,1281.455,-10.475,186.105,1262.965,-7.251,314.613,1262.542,28.581
0.02,251.086,1294.78,49.853,182.448,1243.127,4.105,191.416,1281.511,-10.625,185.845,1262.903,-7.098,314.645,1262.619,28.55
0.025,251.325,1294.814,49.778,182.423,1243.136,4.083,191.169,1281.432,-10.376,185.962,1262.959,-7.199,314.689,1262.628,28.613
0.03,251.099,1294.822,49.488,182.251,1243.126,4.269,191.44,1281.501,-10.657,186.062,1262.971,-7.236,314.534,1262.595,28.388
0.035,251.055,1294.811,49.77,182.594,1243.17,3.899,191.3,1281.482,-10.477,185.99,1262.956,-7.151,314.888,1262.525,28.926
0.04,251.207,1294.82,49.59,182.517,1243.14,4.039,191.297,1281.494,-10.499,185.834,1262.93,-7.057,314.421,1262.624,28.278
0.045,251.128,1294.857,49.393,182.397,1243.144,4.108,191.202,1281.486,-10.393,186.128,1262.995,-7.327,314.714,1262.585,28.75
0.05,251.04,1294.841,49.66,182.455,1243.166,4.041,191.239,1281.464,-10.41,186.06,1263.002,-7.248,314.627,1262.604,28.693
0.055,251.123,1294.859,49.814,182.456,1243.162,4.085,191.284,1281.501,-10.45,185.904,1262.989,-7.165,314.73,1262.554,28.822
0.06,251.319,1294.887,49.637,182.282,1243.125,4.233,191.316,1281.512,-10.454,186.037,1262.974,-7.163,314.58,1262.579,28.712
0.065,250.851,1294.884,49.454,182.392,1243.163,4.145,191.297,1281.528,-10.473,186.11,1263.012,-7.254,314.459,1262.635,28.334
0.07,251.11,1294.846,49.587,182.512,1243.148,3.994,191.152,1281.539,-10.348,186.11,1263.007,-7.27,314.393,1262.719,28.218
0.075,250.952,1294.809,49.726,182.329,1243.16,4.153,191.252,1281.521,-10.465,186.199,1263.03,-7.377,314.367,1262.643,28.245
