Time,Marker 09.X,Marker 09.Y,Marker 09.Z,Marker 12.X,Marker 12.Y,Marker 12.Z,Marker 10.X,Marker 10.Y,Marker 10.Z,Marker 11.X,Marker 11.Y,Marker 11.Z,Marker 05.X,Marker 05.Y,Marker 05.Z
0,287.617,1307.201,95.602,216.777,1253.237,70.975,223.535,1304.519,53.158,221.051,1287.705,68.3,341.968,1279.963,67.936
0.005,287.617,1307.201,95.602,216.777,1253.237,70.975,223.535,1304.519,53.158,221.051,1287.705,68.3,341.968,1279.963,67.936
0.01,287.743,1307.102,96.069,216.952,1253.284,70.676,223.546,1304.527,53.088,221.202,1287.71,68.171,341.966,1280.053,67.823
0.015,287.359,1307.233,95.666,216.978,1253.328,70.712,223.15,1304.464,53.611,221.073,1287.71,68.289,341.875,1279.999,67.91
0.02,287.684,1307.034,96.564,216.752,1253.298,70.883,223.509,1304.597,53.13,220.831,1287.667,68.498,341.734,1280.085,67.676
0.025,287.315,1307.226,95.298,216.562,1253.216,71.138,223.664,1304.615,52.948,220.784,1287.663,68.587,342.035,1279.885,68.124
0.03,287.579,1307.15,95.74,216.738,1253.205,71,223.573,1304.577,53.082,221.401,1287.817,67.779,341.622,1280.062,67.454
0.035,287.518,1307.221,95.563,216.724,1253.228,71.029,223.544,1304.597,53.08,221.124,1287.747,68.246,341.582,1280.075,67.55
0.04,287.143,1307.196,95.59,217.022,1253.321,70.718,223.466,1304.556,53.224,220.643,1287.61,68.825,341.948,1279.975,67.999
0.045,287.014,1307.155,95.629,216.775,1253.25,70.948,223.491,1304.547,53.181,220.849,1287.717,68.482,342.089,1279.994,68.281
0.05,287.466,1307.128,95.905,216.953,1253.3,70.625,223.586,1304.627,52.961,221.141,1287.758,68.162,341.685,1280.001,67.593
0.055,287.532,1307.105,95.938,216.907,1253.271,70.829,223.524,1304.604,53.043,221.027,1287.681,68.366,341.82,1280.017,67.866
0.06,287.482,1307.219,95.528,216.934,1253.281,70.698,223.265,1304.511,53.367,220.939,1287.703,68.38,341.75,1280.01,67.773
0.065,287.023,1307.138,95.819,216.944,1253.305,70.583,223.282,1304.535,53.378,220.84,1287.692,68.578,341.733,1279.967,67.681
0.07,287.376,1307.043,96.193,216.623,1253.244,70.954,223.469,1304.517,53.23,220.806,1287.688,68.586,341.674,1280.027,67.706
0.075,287.117,1307.135,95.96,216.744,1253.254,71.012,223.42,1304.548,53.375,221.091,1287.733,68.185,341.344,1280.081,67.184
0.08,287.451,1307.182,95.693,216.896,1253.309,70.672,223.711,1304.62,52.927,221.011,1287.739,68.265,341.964,1280.017,67.84
0.085,287.702,1307.113,95.954,217.119,1253.361,70.545,223.612,1304.566,52.95,221.277,1287.823,67.879,341.757,1280.069,67.571
0.09,287.278,1307.362,95.13,216.843,1253.276,70.832,223.576,1304.631,53.085,220.982,1287.74,68.244,341.593,1280.1,67.393
0.095,287.466,1307.2,95.405,216.477,1253.276,71.232,223.393,1304.562,53.261,220.772,1287.655,68.525,341.811,1279.991,67.845
0.1,287.069,1307.118,95.816,216.85,1253.367,70.728,223.312,1304.55,53.347,220.987,1287.73,68.361,341.969,1280.018,67.839
0.105,287.262,1307.118,95.708,217.012,1253.338,70.523,223.694,1304.564,52.923,220.893,1287.663,68.462,341.858,1279.976,67.976
0.11,287.678,1307.192,95.914,216.977,1253.306,70.624,223.557,1304.572,53.037,221.29,1287.769,68.068,341.872,1280.019,67.835
0.115,287.334,1307.189,95.352,217.004,1253.337,70.549,223.528,1304.587,53.117,221.053,1287.767,68.314,341.779,1280.06,67.768
0.12,287.204,1307.123,96.063,216.453,1253.191,71.126,223.481,1304.592,53.05,220.667,1287.612,68.746,341.834,1280.037,67.615
0.125,287.374,1307.198,95.447,216.774,1253.297,70.919,223.362,1304.537,53.247,220.464,1287.618,68.856,342.057,1279.955,68.125
0.13,287.883,1307.24,95.413,217.138,1253.399,70.444,223.442,1304.595,53.127,221.054,1287.721,68.168,342.021,1280.018,67.992
0.135,287.48,1307.163,95.36,217.024,1253.315,70.603,223.537,1304.568,53.081,221.128,1287.726,68.068,341.636,1280.057,67.478
