Time,Marker 09.X,Marker 09.Y,Marker 09.Z,Marker 12.X,Marker 12.Y,Marker 12.Z,Marker 10.X,Marker 10.Y,Marker 10.Z,Marker 11.X,Marker 11.Y,Marker 11.Z,Marker 05.X,Marker 05.Y,Marker 05.Z
0,239.633,1298.212,48.526,170.804,1244.496,3.985,180.56,1279.816,-11.022,175.256,1262.105,-6.424,303.156,1263.613,27.759
0.005,239.633,1298.212,48.526,170.804,1244.496,3.985,180.56,1279.816,-11.022,175.256,1262.105,-6.424,303.156,1263.613,27.759
0.01,239.59,1298.189,48.683,170.855,1244.463,3.799,180.766,1279.817,-11.199,175.266,1262.125,-6.446,303.326,1263.608,27.952
0.015,239.604,1298.218,48.791,171.225,1244.525,3.629,180.677,1279.855,-11.202,175.331,1262.137,-6.496,302.962,1263.638,27.386
0.02,239.535,1298.15,48.743,170.749,1244.482,3.959,180.764,1279.88,-11.213,175.313,1262.15,-6.451,303.133,1263.69,27.78
0.025,239.654,1298.207,48.55,170.81,1244.556,3.88,180.612,1279.852,-11.108,175.182,1262.122,-6.344,303.163,1263.685,27.665
0.03,239.508,1298.245,48.238,170.926,1244.553,3.852,180.851,1279.889,-11.229,175.108,1262.102,-6.264,302.868,1263.666,27.451
0.035,239.579,1298.195,48.946,171.262,1244.57,3.532,180.828,1279.9,-11.282,175.294,1262.136,-6.467,303.1,1263.68,27.646
0.04,239.726,1298.246,48.192,170.744,1244.505,4.017,180.728,1279.838,-11.169,175.187,1262.113,-6.349,303.162,1263.666,27.796
0.045,239.733,1298.3,48.399,170.921,1244.564,3.896,180.588,1279.819,-11.035,175.19,1262.144,-6.292,302.998,1263.669,27.448
0.05,239.255,1298.292,48.115,170.95,1244.519,3.841,180.802,1279.897,-11.254,175.209,1262.104,-6.339,302.88,1263.757,27.386
0.055,239.451,1298.229,48.375,170.836,1244.47,3.943,180.771,1279.881,-11.247,175.171,1262.145,-6.302,302.816,1263.713,27.29
0.06,239.678,1298.262,48.552,170.786,1244.478,4.033,180.58,1279.821,-11.03,175.216,1262.124,-6.389,303.037,1263.707,27.529
0.065,239.612,1298.306,48.098,170.811,1244.448,3.952,180.822,1279.892,-11.247,175.239,1262.135,-6.401,303.244,1263.678,27.757
0.07,239.792,1298.262,48.426,170.926,1244.539,3.875,180.806,1279.879,-11.229,175.165,1262.123,-6.402,303.099,1263.643,27.701
0.075,239.565,1298.19,48.88,171.099,1244.563,3.625,180.794,1279.888,-11.199,175.31,1262.136,-6.438,303.04,1263.711,27.664
0.08,239.366,1298.27,48.507,170.946,1244.598,3.871,180.625,1279.825,-11.031,175.224,1262.147,-6.33,303.244,1263.687,27.873
0.085,239.661,1298.208,48.716,170.99,1244.565,3.767,180.682,1279.854,-11.046,175.297,1262.177,-6.413,302.902,1263.771,27.389
0.09,239.606,1298.259,48.719,170.888,1244.523,3.873,180.615,1279.878,-10.964,175.274,1262.164,-6.444,303.105,1263.65,27.667
0.095,239.622,1298.18,48.901,170.957,1244.571,3.838,180.731,1279.906,-11.119,175.288,1262.195,-6.459,303.121,1263.728,27.624
0.1,239.684,1298.24,48.8,171.106,1244.617,3.74,180.619,1279.897,-11.068,174.975,1262.117,-6.137,303.401,1263.654,27.892
