Time,Marker 09.X,Marker 09.Y,Marker 09.Z,Marker 12.X,Marker 12.Y,Marker 12.Z,Marker 10.X,Marker 10.Y,Marker 10.Z,Marker 11.X,Marker 11.Y,Marker 11.Z,Marker 05.X,Marker 05.Y,Marker 05.Z
0,216.838,1299.318,48.989,158.761,1244.296,1.442,165.56,1280.59,-12.893,163.304,1269.144,-2.849,291.331,1267.016,33.872
0.005,216.838,1299.318,48.989,158.761,1244.296,1.442,165.56,1280.59,-12.893,163.304,1269.144,-2.849,291.331,1267.016,33.872
0.01,217.031,1299.379,48.904,158.768,1244.319,1.421,165.601,1280.566,-12.891,163.479,1269.132,-2.972,291.224,1267.032,33.869
0.015,217.013,1299.332,48.864,158.992,1244.373,1.164,165.494,1280.534,-12.8,163.374,1269.145,-2.857,290.659,1267.109,33.151
0.02,217.087,1299.348,48.963,158.819,1244.366,1.373,165.548,1280.587,-12.876,163.438,1269.118,-2.985,290.92,1267.143,33.39
0.025,217.207,1299.371,49.071,158.869,1244.329,1.28,165.514,1280.557,-12.827,163.374,1269.149,-2.88,290.895,1267.101,33.349
0.03,217.137,1299.349,49.025,158.645,1244.255,1.571,165.605,1280.598,-12.915,163.377,1269.168,-2.902,290.799,1267.076,33.21
0.035,216.914,1299.422,48.832,158.806,1244.345,1.401,165.593,1280.578,-12.915,163.294,1269.168,-2.816,290.825,1267.083,33.267
0.04,217.103,1299.338,49.122,159.024,1244.365,1.244,165.569,1280.631,-12.9,163.295,1269.174,-2.852,291.061,1267.069,33.524
0.045,217.029,1299.353,49.02,159.099,1244.41,1.158,165.579,1280.625,-12.864,163.186,1269.096,-2.68,290.589,1267.056,32.929
0.05,217.146,1299.408,48.752,159.22,1244.403,1.128,165.7,1280.655,-12.95,163.189,1269.103,-2.671,290.836,1267.06,33.254
0.055,217.178,1299.28,49.474,158.921,1244.364,1.312,165.515,1280.616,-12.851,163.484,1269.192,-2.971,290.712,1267.092,33.188
0.06,216.74,1299.414,48.777,158.849,1244.411,1.366,165.651,1280.601,-12.92,163.425,1269.171,-2.941,290.922,1267.066,33.485
0.065,216.77,1299.284,49.129,159.191,1244.436,1,165.44,1280.568,-12.718,163.361,1269.151,-2.828,290.639,1267.101,32.975
0.07,216.907,1299.342,49.113,158.891,1244.435,1.297,165.483,1280.599,-12.732,163.206,1269.152,-2.67,290.807,1267.119,33.3
0.075,217.062,1299.346,49.355,159.291,1244.484,1.08,165.746,1280.687,-13.01,163.655,1269.237,-3.032,290.934,1267.057,33.445
0.08,217.382,1299.308,49.491,158.852,1244.386,1.395,165.675,1280.651,-12.933,163.443,1269.204,-2.834,290.705,1267.017,33.092
0.085,216.847,1299.378,48.837,159.13,1244.41,1.167,165.676,1280.648,-12.9,163.145,1269.143,-2.639,290.849,1267.073,33.287
0.09,217.064,1299.366,49.299,158.698,1244.373,1.475,165.588,1280.661,-12.882,163.53,1269.222,-2.967,290.78,1267.003,33.374
0.095,217.071,1299.371,49.083,158.797,1244.384,1.429,165.602,1280.652,-12.869,163.367,1269.212,-2.787,291.058,1267.032,33.676
0.1,216.927,1299.459,48.837,159.056,1244.426,1.211,165.621,1280.671,-12.854,163.214,1269.179,-2.673,290.713,1267.091,33.133
0.105,217.182,1299.313,49.424,158.864,1244.447,1.341,165.533,1280.658,-12.774,163.414,1269.223,-2.815,290.818,1266.993,33.27
0.11,217.212,1299.319,49.46,158.967,1244.443,1.269,165.814,1280.709,-13.008,163.518,1269.234,-2.866,290.753,1267.026,33.196
0.115,217.127,1299.362,49.141,158.968,1244.459,1.289,165.535,1280.664,-12.756,163.371,1269.231,-2.832,290.958,1267.04,33.418
0.12,217.277,1299.468,48.828,158.981,1244.452,1.255,165.445,1280.658,-12.659,163.439,1269.238,-2.896,290.837,1267.012,33.359
0.125,216.773,1299.38,48.804,158.999,1244.481,1.233,165.596,1280.708,-12.819,163.408,1269.23,-2.83,291.133,1267.052,33.646
0.13,216.767,1299.406,49.007,158.746,1244.423,1.427,165.638,1280.679,-12.871,163.525,1269.261,-2.941,290.79,1267.06,33.261
0.135,216.961,1299.356,49.379,158.943,1244.451,1.26,165.689,1280.737,-12.96,163.391,1269.208,-2.854,290.792,1267.026,33.201
0.14,217.117,1299.385,49.274,159.06,1244.436,1.216,165.516,1280.65,-12.738,163.251,1269.227,-2.791,290.851,1267.066,33.319
0.145,217.001,1299.42,49.33,159.141,1244.451,1.119,165.554,1280.665,-12.727,163.361,1269.206,-2.769,290.833,1267.118,33.12
0.15,216.898,1299.415,48.915,158.998,1244.467,1.327,165.656,1280.664,-12.863,163.218,1269.215,-2.656,290.975,1267.049,33.497
0.155,217.151,1299.427,49.241,158.803,1244.457,1.44,165.435,1280.688,-12.636,163.379,1269.223,-2.791,291.099,1267.008,33.549
0.16,217.201,1299.421,49.064,159.103,1244.513,1.198,165.709,1280.747,-12.876,163.463,1269.206,-2.836,291.176,1267.027,33.656
0.165,216.852,1299.385,49.358,158.909,1244.503,1.244,165.589,1280.729,-12.762,163.082,1269.192,-2.58,290.95,1267.071,33.333
0.17,217.13,1299.42,49.327,158.962,1244.475,1.335,165.554,1280.679,-12.765,163.275,1269.258,-2.722,291.033,1267.042,33.452
