Time,Marker 09.X,Marker 09.Y,Marker 09.Z,Marker 12.X,Marker 12.Y,Marker 12.Z,Marker 10.X,Marker 10.Y,Marker 10.Z,Marker 11.X,Marker 11.Y,Marker 11.Z,Marker 05.X,Marker 05.Y,Marker 05.Z
0,217.01,1299.199,48.093,159.152,1243.823,0.684,165.48,1280.152,-13.582,163.102,1268.682,-3.24,291.032,1267.166,32.626
0.005,217.01,1299.199,48.093,159.152,1243.823,0.684,165.48,1280.152,-13.582,163.102,1268.682,-3.24,291.032,1267.166,32.626
0.01,217.257,1299.182,48.232,159.046,1243.788,0.715,165.341,1280.126,-13.451,163.131,1268.675,-3.285,291.086,1267.147,32.881
0.015,217.054,1299.189,48.686,158.751,1243.761,0.912,165.381,1280.149,-13.508,163.055,1268.655,-3.122,290.809,1267.188,32.425
0.02,216.846,1299.119,48.421,159.12,1243.803,0.615,165.408,1280.152,-13.546,163.291,1268.672,-3.28,291.085,1267.159,32.808
0.025,217.391,1299.233,48.416,158.92,1243.747,0.866,165.349,1280.156,-13.457,163.387,1268.728,-3.439,290.914,1267.185,32.604
0.03,217.092,1299.248,48.195,159.261,1243.83,0.529,165.325,1280.176,-13.412,163.363,1268.76,-3.424,290.823,1267.213,32.519
0.035,216.927,1299.253,48.097,159.143,1243.854,0.655,165.439,1280.175,-13.516,163.138,1268.664,-3.228,290.94,1267.216,32.731
0.04,216.803,1299.24,48.185,159.085,1243.799,0.768,165.326,1280.148,-13.395,163.274,1268.706,-3.301,291.049,1267.1,32.779
0.045,216.918,1299.277,48.189,158.981,1243.795,0.847,165.613,1280.219,-13.681,163.486,1268.764,-3.562,290.838,1267.172,32.335
0.05,217.038,1299.283,48.107,159.03,1243.776,0.771,165.491,1280.242,-13.605,163.517,1268.769,-3.569,290.728,1267.183,32.373
0.055,216.996,1299.25,48.045,159.127,1243.819,0.641,165.423,1280.201,-13.531,163.191,1268.714,-3.251,291.173,1267.124,32.952
0.06,217.148,1299.187,48.506,159.232,1243.856,0.6,165.235,1280.149,-13.376,163.37,1268.762,-3.362,290.688,1267.286,32.118
