Time,Marker 09.X,Marker 09.Y,Marker 09.Z,Marker 12.X,Marker 12.Y,Marker 12.Z,Marker 10.X,Marker 10.Y,Marker 10.Z,Marker 11.X,Marker 11.Y,Marker 11.Z,Marker 05.X,Marker 05.Y,Marker 05.Z
0,274.543,1299.406,32.777,205.369,1251.718,20.843,209.263,1284.747,-3.338,204.848,1266.981,7.056,320.123,1270.774,6.04
0.005,274.543,1299.406,32.777,205.369,1251.718,20.843,209.263,1284.747,-3.338,204.848,1266.981,7.056,320.123,1270.774,6.04
0.01,274.662,1299.381,33.18,205.266,1251.733,20.869,209.272,1284.726,-3.251,205.031,1267.008,6.881,320.333,1270.728,6.294
0.015,274.614,1299.359,33.221,205.66,1251.771,20.66,209.093,1284.695,-3.098,204.722,1266.97,7.215,320.551,1270.748,6.748
0.02,274.913,1299.417,32.796,205.288,1251.714,20.933,209.529,1284.795,-3.554,204.997,1266.976,6.966,320.526,1270.704,6.805
0.025,274.399,1299.425,32.847,205.239,1251.733,20.954,209.204,1284.767,-3.192,204.673,1266.932,7.355,320.625,1270.724,6.9
0.03,274.647,1299.435,32.8,205.617,1251.757,20.639,209.12,1284.745,-3.168,204.637,1266.949,7.338,320.578,1270.695,6.726
0.035,274.631,1299.358,33.298,205.446,1251.79,20.87,209.29,1284.754,-3.278,204.818,1266.969,7.175,320.36,1270.801,6.682
0.04,274.608,1299.41,33.006,205.25,1251.73,21.042,209.529,1284.8,-3.534,204.933,1267.017,7.134,320.618,1270.738,6.769
0.045,275.083,1299.456,33.109,205.428,1251.762,20.842,209.422,1284.776,-3.418,205.212,1267.044,6.855,320.322,1270.721,6.281
0.05,274.859,1299.425,33.106,205.352,1251.764,20.937,209.283,1284.757,-3.282,204.851,1267.031,7.181,320.159,1270.804,6.096
0.055,274.75,1299.494,32.785,205.57,1251.791,20.745,209.442,1284.784,-3.389,204.72,1266.986,7.34,320.648,1270.617,6.937
0.06,274.696,1299.487,32.749,205.787,1251.799,20.538,209.429,1284.806,-3.377,204.873,1266.991,7.218,320.733,1270.648,6.97
0.065,274.573,1299.505,32.589,205.574,1251.769,20.784,209.342,1284.783,-3.292,205.096,1267.034,6.999,320.406,1270.7,6.652
0.07,274.867,1299.484,32.91,205.031,1251.729,21.232,209.15,1284.77,-3.095,205.057,1267.041,7.01,320.413,1270.724,6.683
0.075,274.642,1299.417,33.383,205.332,1251.755,20.985,209.166,1284.737,-3.091,204.693,1266.967,7.255,320.356,1270.732,6.543
0.08,274.698,1299.42,33.227,205.405,1251.758,20.917,209.314,1284.777,-3.239,204.913,1267.022,7.177,320.808,1270.723,7.243
0.085,274.701,1299.477,32.837,205.616,1251.787,20.63,209.319,1284.768,-3.244,204.586,1266.939,7.4,320.344,1270.741,6.586
0.09,274.52,1299.469,32.968,205.339,1251.782,20.955,209.196,1284.773,-3.174,204.702,1266.99,7.348,320.647,1270.712,6.906
0.095,274.848,1299.418,33.209,205.274,1251.755,20.979,209.267,1284.799,-3.23,204.806,1267.014,7.232,320.728,1270.72,6.997
0.1,274.216,1299.442,33.064,205.352,1251.813,20.965,209.263,1284.782,-3.239,204.857,1267.025,7.226,320.386,1270.763,6.369
0.105,274.654,1299.418,33.211,205.482,1251.816,20.787,209.469,1284.873,-3.439,204.845,1267.012,7.231,320.496,1270.782,6.635
0.11,274.563,1299.455,33.027,205.231,1251.758,21.03,209.154,1284.786,-3.037,204.808,1267.042,7.192,320.321,1270.749,6.364
0.115,274.713,1299.431,33.282,205.585,1251.842,20.714,209.377,1284.811,-3.294,204.856,1267.025,7.182,320.882,1270.596,7.351
0.12,274.603,1299.382,33.383,205.596,1251.812,20.711,209.68,1284.867,-3.581,204.744,1266.995,7.287,320.646,1270.688,6.934
0.125,274.123,1299.457,32.505,205.49,1251.763,20.821,209.44,1284.852,-3.36,204.959,1267.046,7.074,320.616,1270.713,6.974
0.13,274.494,1299.396,33.369,205.198,1251.774,21.05,209.068,1284.779,-3.083,204.957,1267.039,7.136,320.375,1270.8,6.487
0.135,274.508,1299.446,33.178,205.285,1251.779,21.017,209.142,1284.806,-3.084,204.907,1267.038,7.137,320.349,1270.813,6.493
0.14,274.828,1299.448,33.074,205.419,1251.815,20.829,209.295,1284.863,-3.249,204.963,1267.044,7.093,320.718,1270.777,7.093
0.145,274.65,1299.521,32.881,205.533,1251.831,20.752,209.228,1284.842,-3.222,204.706,1267.007,7.338,320.504,1270.855,6.927
0.15,274.605,1299.407,33.822,205.567,1251.825,20.721,209.479,1284.874,-3.38,204.871,1267.007,7.19,320.651,1270.792,7.062
0.155,274.66,1299.44,33.348,205.387,1251.812,20.849,209.319,1284.86,-3.231,204.342,1266.955,7.576,320.492,1270.747,6.657
0.16,274.666,1299.409,33.252,205.297,1251.825,20.954,209.098,1284.818,-3.048,204.843,1267.042,7.177,320.89,1270.656,7.35
0.165,274.586,1299.42,33.23,205.595,1251.824,20.712,209.259,1284.818,-3.203,204.778,1267.065,7.273,320.701,1270.7,6.819
0.17,274.241,1299.555,32.605,205.413,1251.829,20.943,209.27,1284.835,-3.165,204.975,1267.104,7.106,320.241,1270.813,6.355
0.175,274.829,1299.526,33.096,205.289,1251.831,21.033,209.285,1284.846,-3.14,204.968,1267.075,7.104,320.356,1270.801,6.44
0.18,274.633,1299.419,33.21,205.55,1251.839,20.794,209.354,1284.857,-3.201,205.004,1267.074,7.072,320.849,1270.691,7.177
0.185,274.637,1299.467,33.163,205.424,1251.836,20.919,209.298,1284.869,-3.199,204.676,1267.041,7.372,320.335,1270.84,6.673
0.19,274.649,1299.496,32.953,205.122,1251.827,21.112,209.397,1284.861,-3.279,204.829,1267.069,7.216,320.353,1270.919,6.63
0.195,274.63,1299.368,33.57,205.494,1251.845,20.884,209.162,1284.816,-3.074,204.541,1267.041,7.466,320.294,1270.886,6.608
0.2,274.558,1299.479,33.143,205.489,1251.827,20.873,209.21,1284.825,-3.15,204.855,1267.073,7.22,320.624,1270.804,7.028
0.205,274.721,1299.45,33.27,205.445,1251.836,20.886,209.3,1284.859,-3.206,204.769,1267.07,7.302,320.596,1270.728,6.776
0.21,274.8,1299.495,32.999,205.304,1251.842,21.023,209.328,1284.872,-3.243,204.945,1267.105,7.117,320.549,1270.748,6.827
0.215,274.577,1299.471,33.223,205.413,1251.881,20.836,209.01,1284.826,-2.937,204.736,1267.071,7.337,320.208,1270.844,6.362
0.22,274.744,1299.484,33.162,205.771,1251.874,20.58,209.107,1284.856,-3.061,204.613,1267.062,7.444,320.249,1270.85,6.408
0.225,274.661,1299.451,33.386,205.484,1251.875,20.915,209.347,1284.897,-3.248,204.965,1267.095,7.147,320.462,1270.745,6.668
0.23,274.768,1299.53,33.091,205.152,1251.85,21.164,209.577,1284.964,-3.419,205.121,1267.14,7.026,320.422,1270.782,6.85
0.235,274.707,1299.547,32.972,205.234,1251.846,21.097,209.291,1284.891,-3.163,204.758,1267.046,7.294,320.423,1270.842,6.593
0.24,274.57,1299.515,33.271,205.303,1251.869,21.092,209.348,1284.913,-3.189,204.885,1267.067,7.252,320.556,1270.791,6.939
0.245,274.519,1299.509,33.199,205.202,1251.872,21.052,209.325,1284.901,-3.216,204.844,1267.088,7.254,320.605,1270.754,6.977
0.25,274.632,1299.561,32.823,205.242,1251.855,21.094,209.311,1284.917,-3.223,204.795,1267.081,7.348,320.535,1270.844,6.792
0.255,274.483,1299.546,33.047,205.347,1251.862,20.899,209.446,1284.924,-3.337,204.684,1267.072,7.346,320.625,1270.81,7.113
0.26,274.55,1299.463,33.262,205.323,1251.89,20.956,209.062,1284.848,-2.947,204.828,1267.092,7.317,320.218,1270.864,6.422
0.265,274.589,1299.499,33.384,205.406,1251.885,20.918,209.147,1284.87,-3.064,204.891,1267.086,7.268,320.688,1270.778,6.998
0.27,274.631,1299.524,32.825,205.667,1251.918,20.648,209.413,1284.937,-3.252,204.816,1267.076,7.243,320.838,1270.764,7.203
0.275,274.75,1299.467,33.429,205.059,1251.853,21.253,209.291,1284.894,-3.146,204.823,1267.098,7.251,320.868,1270.73,7.298
0.28,274.529,1299.438,33.351,205.287,1251.883,21.061,209.305,1284.907,-3.183,204.925,1267.156,7.176,320.251,1270.842,6.497
0.285,274.692,1299.445,33.512,205.578,1251.923,20.804,209.201,1284.919,-3.054,204.803,1267.08,7.291,320.48,1270.805,6.824
0.29,274.657,1299.525,33.187,205.541,1251.89,20.813,209.501,1284.95,-3.313,204.928,1267.096,7.233,320.569,1270.805,6.844
0.295,274.446,1299.514,33.181,205.349,1251.882,21.012,209.47,1284.917,-3.328,204.757,1267.077,7.354,320.414,1270.847,6.729
0.3,274.397,1299.52,33.287,205.227,1251.882,21.085,209.39,1284.949,-3.159,204.698,1267.066,7.409,320.271,1270.966,6.472
0.305,274.654,1299.533,33.186,205.592,1251.909,20.759,209.289,1284.926,-3.175,204.742,1267.079,7.371,320.278,1270.929,6.667
0.31,274.784,1299.475,33.289,205.551,1251.931,20.763,209.311,1284.942,-3.15,204.971,1267.103,7.167,320.618,1270.856,7.087
0.315,274.84,1299.444,33.614,205.358,1251.892,20.968,209.273,1284.958,-3.07,204.863,1267.115,7.258,320.323,1270.878,6.513
0.32,274.341,1299.47,33.692,205.206,1251.878,21.113,209.212,1284.907,-3.146,204.772,1267.121,7.369,320.358,1270.861,6.618
0.325,274.24,1299.486,33.477,205.268,1251.878,21.022,209.113,1284.942,-2.977,204.688,1267.111,7.377,320.555,1270.891,6.938
0.33,274.601,1299.533,33.091,205.383,1251.885,21.009,209.311,1284.933,-3.092,204.769,1267.102,7.372,320.568,1270.911,6.865
0.335,274.347,1299.569,33.137,205.278,1251.872,21.148,209.319,1284.957,-3.154,204.652,1267.104,7.451,320.672,1270.824,6.933
0.34,274.365,1299.482,33.398,205.477,1251.917,20.929,209.419,1284.999,-3.229,204.778,1267.123,7.366,320.818,1270.839,7.103
0.345,274.674,1299.512,33.398,205.445,1251.908,20.846,209.357,1285.006,-3.197,204.97,1267.145,7.171,320.721,1270.79,7.124
0.35,274.311,1299.474,33.307,205.693,1251.988,20.661,209.431,1285.008,-3.227,204.918,1267.125,7.12,320.367,1270.854,6.716
0.355,274.66,1299.644,33.205,205.591,1251.956,20.76,209.377,1284.97,-3.254,204.892,1267.151,7.246,320.61,1270.876,7.111
0.36,274.47,1299.535,33.51,205.135,1251.921,21.195,209.246,1284.985,-3.054,204.941,1267.135,7.156,320.257,1270.917,6.41
0.365,274.533,1299.559,33.186,205.482,1251.959,20.832,209.238,1284.949,-3.044,204.759,1267.126,7.356,320.252,1270.916,6.586
0.37,274.431,1299.546,33.328,205.592,1251.957,20.823,209.238,1284.972,-3.082,204.851,1267.129,7.258,320.677,1270.898,7.085
0.375,274.471,1299.591,32.852,205.288,1251.921,21.139,209.082,1284.96,-2.948,204.701,1267.121,7.388,320.388,1270.934,6.751
0.38,274.376,1299.578,33.118,205.277,1251.915,21.103,209.03,1284.968,-2.876,204.683,1267.101,7.418,320.718,1270.804,7.164
0.385,274.893,1299.478,33.928,205.608,1252.014,20.764,209.305,1285.037,-3.101,204.744,1267.146,7.384,320.677,1270.828,6.982
0.39,274.379,1299.564,33.361,205.639,1251.961,20.769,209.393,1285.041,-3.199,204.892,1267.16,7.272,320.634,1270.851,6.967
0.395,274.548,1299.537,33.115,205.829,1251.989,20.579,209.42,1285.003,-3.223,204.928,1267.185,7.25,320.296,1270.914,6.551
0.4,274.583,1299.6,32.927,205.403,1251.932,20.979,209.27,1285.005,-3.032,204.907,1267.168,7.336,320.309,1270.939,6.554
0.405,274.784,1299.643,33.153,205.253,1251.917,21.09,209.18,1284.975,-2.933,204.552,1267.146,7.62,320.563,1270.88,6.853
0.41,274.726,1299.615,33.209,205.081,1251.897,21.244,209.266,1285.016,-3.061,204.578,1267.125,7.584,320.676,1270.859,6.975
0.415,274.639,1299.62,33.052,205.343,1251.961,21.017,209.291,1284.994,-3.058,204.81,1267.127,7.435,320.747,1270.913,7.11
0.42,274.346,1299.521,33.474,205.805,1252.018,20.549,209.323,1285.043,-3.148,204.829,1267.208,7.397,320.169,1271.009,6.317
0.425,274.553,1299.592,33.324,205.318,1251.983,21.065,209.304,1285.03,-3.091,204.806,1267.161,7.387,320.462,1270.92,6.769
0.43,274.027,1299.567,33.251,205.382,1251.968,20.978,209.355,1285.029,-3.108,204.593,1267.144,7.57,320.542,1270.988,6.893
0.435,274.607,1299.558,33.463,205.408,1251.983,20.958,209.262,1285.006,-2.999,204.915,1267.177,7.229,320.553,1270.903,6.926
0.44,274.64,1299.648,33.339,205.343,1251.963,21.023,209.221,1285.032,-2.982,204.818,1267.149,7.381,320.15,1270.992,6.324
0.445,274.767,1299.575,33.283,205.155,1251.955,21.174,209.141,1285.028,-2.909,204.682,1267.152,7.437,320.582,1270.906,6.828
0.45,274.608,1299.573,33.486,205.303,1251.975,21.039,209.175,1285.041,-3.049,204.772,1267.18,7.384,320.489,1270.901,6.738
0.455,274.76,1299.528,33.545,205.517,1252.032,20.862,209.274,1285.02,-3.035,204.794,1267.176,7.426,320.64,1270.901,7.016
0.46,274.458,1299.508,33.561,205.515,1251.953,20.823,209.299,1285.057,-3.083,204.844,1267.181,7.306,320.389,1270.966,6.711
0.465,275.008,1299.516,34.015,205.416,1251.971,21.005,209.261,1285.04,-3.063,204.791,1267.189,7.356,320.489,1270.923,6.831
0.47,274.604,1299.543,33.509,205.361,1252.024,20.968,209.175,1285.038,-2.997,204.706,1267.18,7.501,320.475,1270.95,6.678
0.475,274.474,1299.505,33.663,205.348,1251.997,20.999,209.11,1285.049,-2.924,204.78,1267.198,7.415,320.281,1270.911,6.567
0.48,274.495,1299.57,33.478,205.273,1251.972,21.131,209.2,1285.06,-2.963,205.046,1267.232,7.101,320.589,1271.005,7.068
0.485,274.663,1299.596,33.665,205.394,1251.973,20.927,209.024,1284.994,-2.849,204.863,1267.193,7.309,320.38,1270.966,6.82
0.49,274.438,1299.56,33.417,205.218,1251.968,21.117,209.169,1285.064,-2.931,204.8,1267.224,7.306,320.45,1270.913,6.977
0.495,274.6,1299.624,33.139,205.378,1251.979,20.967,209.269,1285.104,-3.047,204.863,1267.231,7.354,320.772,1270.895,7.2
0.5,274.296,1299.552,33.518,205.257,1251.98,21.087,209.322,1285.097,-3.062,204.642,1267.196,7.644,320.711,1270.917,7.2
0.505,274.458,1299.572,33.546,205.351,1251.998,21.023,209.146,1285.07,-2.897,204.646,1267.203,7.566,320.439,1271.002,6.796
0.51,274.341,1299.49,33.945,205.434,1251.985,21.051,209.362,1285.115,-3.101,204.744,1267.246,7.457,320.592,1270.882,7.034
0.515,274.503,1299.528,33.853,205.474,1252.022,20.93,209.309,1285.12,-3.081,204.841,1267.2,7.397,320.627,1270.929,6.95
0.52,274.754,1299.647,33.275,205.237,1251.994,21.147,209.254,1285.095,-2.943,204.764,1267.202,7.435,320.533,1270.964,6.874
0.525,274.733,1299.574,33.607,205.315,1252.04,21.047,209.365,1285.094,-3.146,204.675,1267.182,7.495,320.605,1270.957,6.998
0.53,274.295,1299.627,33.53,205.425,1252.061,20.93,209.429,1285.134,-3.161,204.5,1267.194,7.655,320.421,1271.067,6.724
0.535,274.386,1299.539,33.784,205.214,1252.022,21.154,209.22,1285.086,-2.934,204.75,1267.213,7.426,320.443,1271.013,6.807
0.54,274.749,1299.665,33.11,205.351,1252.003,21.037,209.122,1285.032,-2.878,204.641,1267.205,7.577,320.699,1270.969,7.332
0.545,274.396,1299.659,33.184,205.284,1252.052,21.094,209.105,1285.064,-2.874,204.592,1267.19,7.55,320.065,1270.987,6.401
0.55,274.407,1299.595,33.46,205.381,1252.029,20.959,209.231,1285.109,-3.008,204.741,1267.228,7.452,320.239,1271.069,6.743
0.555,274.404,1299.626,33.149,205.48,1252.063,20.859,209.276,1285.125,-3.029,204.71,1267.232,7.428,320.884,1270.883,7.396
0.56,274.558,1299.612,33.281,205.351,1252.078,21.01,209.3,1285.131,-3.023,204.897,1267.272,7.249,320.365,1270.976,6.826
0.565,274.372,1299.658,32.937,205.203,1252.053,21.095,209.402,1285.137,-3.182,204.859,1267.226,7.347,320.404,1270.936,6.61
0.57,274.649,1299.531,34.157,205.482,1252.066,20.925,209.275,1285.138,-3.02,204.905,1267.272,7.273,320.607,1270.99,7.054
0.575,274.341,1299.605,33.538,205.325,1252.07,21.033,209.195,1285.128,-2.956,204.642,1267.226,7.567,320.919,1270.905,7.509
0.58,274.688,1299.634,33.69,205.369,1252.084,21.011,209.417,1285.175,-3.197,205.068,1267.296,7.114,320.785,1270.928,7.46
0.585,274.652,1299.595,33.605,205.08,1252.066,21.224,209.391,1285.168,-3.145,204.744,1267.293,7.478,320.596,1270.961,7.047
0.59,274.6,1299.668,33.568,205.364,1252.086,21.008,209.217,1285.133,-2.975,204.777,1267.254,7.406,320.627,1270.962,7.253
0.595,274.683,1299.579,33.847,205.195,1252.077,21.149,209.268,1285.148,-2.99,204.929,1267.306,7.328,320.7,1270.995,7.45
0.6,274.577,1299.637,33.148,205.249,1252.041,21.12,209.422,1285.166,-3.128,204.729,1267.277,7.506,320.577,1271.005,7.236
0.605,274.594,1299.62,33.662,205.311,1252.083,21.111,209.226,1285.154,-2.968,204.773,1267.294,7.435,320.586,1271.009,7.248
0.61,274.3,1299.611,33.616,205.263,1252.056,21.1,209.249,1285.16,-2.948,204.761,1267.276,7.413,320.622,1270.976,7.269
0.615,274.387,1299.584,33.833,205.289,1252.046,21.121,208.979,1285.135,-2.732,204.453,1267.209,7.746,320.701,1270.99,7.168
0.62,274.322,1299.663,33.578,205.473,1252.098,20.941,209.418,1285.195,-3.071,204.709,1267.261,7.539,320.611,1270.981,7.134
0.625,274.437,1299.592,33.599,205.423,1252.123,20.971,209.302,1285.167,-2.978,204.567,1267.223,7.703,320.399,1271.01,6.842
0.63,274.397,1299.634,33.749,205.148,1252.063,21.215,209.235,1285.133,-2.934,204.806,1267.216,7.506,320.745,1270.926,7.333
0.635,274.572,1299.609,34.048,205.661,1252.088,20.817,209.284,1285.145,-2.955,204.813,1267.3,7.428,320.881,1270.903,7.641
0.64,274.429,1299.631,33.399,205.35,1252.083,21.026,209.335,1285.192,-2.984,204.905,1267.291,7.34,320.963,1270.94,7.632
0.645,274.276,1299.635,33.339,205.35,1252.102,21.072,209.341,1285.18,-3.013,204.834,1267.291,7.451,320.622,1270.998,7.226
0.65,274.336,1299.656,33.566,205.195,1252.075,21.211,209.224,1285.181,-2.922,204.74,1267.281,7.521,320.508,1271.025,7.152
0.655,274.76,1299.588,33.995,205.201,1252.084,21.177,209.038,1285.117,-2.69,204.491,1267.258,7.712,320.669,1270.981,7.368
0.66,274.452,1299.672,33.379,205.308,1252.076,21.123,209.256,1285.179,-2.899,204.729,1267.285,7.494,320.656,1271.056,7.461
0.665,274.274,1299.671,33.532,205.151,1252.091,21.216,209.417,1285.23,-3.084,204.86,1267.315,7.404,320.587,1271.115,7.179
0.67,274.51,1299.682,33.379,205.431,1252.122,20.945,209.184,1285.199,-2.863,204.641,1267.297,7.55,320.747,1271.027,7.432
0.675,274.666,1299.63,33.702,205.406,1252.116,20.987,208.968,1285.172,-2.743,204.765,1267.294,7.426,320.289,1271.039,6.793
0.68,274.338,1299.582,33.768,205.439,1252.094,20.988,209.129,1285.185,-2.851,204.567,1267.314,7.531,320.826,1270.965,7.579
0.685,274.397,1299.636,33.583,205.299,1252.14,21.063,209.065,1285.191,-2.761,204.809,1267.324,7.367,320.799,1271.008,7.431
0.69,274.423,1299.67,33.334,205.502,1252.174,20.909,209.167,1285.195,-2.863,204.712,1267.3,7.491,319.998,1271.074,6.591
0.695,274.701,1299.601,34.021,205.205,1252.095,21.18,209.024,1285.197,-2.795,204.779,1267.327,7.394,320.807,1270.997,7.397
0.7,274.618,1299.734,33.638,205.166,1252.12,21.121,209.424,1285.256,-3.117,204.715,1267.298,7.527,320.906,1271.031,7.674
0.705,274.575,1299.673,33.627,205.3,1252.128,21.083,209.34,1285.241,-3.033,204.668,1267.289,7.686,320.629,1271.067,7.307
0.71,274.634,1299.661,33.853,205.118,1252.151,21.172,209.077,1285.204,-2.811,204.728,1267.347,7.493,320.531,1271.04,7.252
0.715,274.784,1299.681,33.737,205.276,1252.159,21.074,209.022,1285.229,-2.747,204.7,1267.338,7.605,320.301,1271.166,6.924
0.72,274.325,1299.641,33.63,205.247,1252.126,21.181,209.083,1285.2,-2.801,204.646,1267.294,7.605,320.977,1270.975,7.892
0.725,274.715,1299.666,33.744,205.186,1252.125,21.218,209.273,1285.249,-2.981,204.828,1267.362,7.372,320.682,1271.063,7.443
0.73,274.888,1299.699,33.561,205.279,1252.134,21.128,209.085,1285.231,-2.765,204.866,1267.366,7.418,320.736,1271.038,7.541
0.735,274.365,1299.653,33.819,205.198,1252.131,21.191,209.086,1285.227,-2.806,204.966,1267.385,7.313,320.372,1271.132,6.87
0.74,274.572,1299.651,33.853,205.221,1252.166,21.169,209.325,1285.245,-2.967,204.98,1267.399,7.35,320.62,1271,7.327
