Time,Marker 09.X,Marker 09.Y,Marker 09.Z,Marker 12.X,Marker 12.Y,Marker 12.Z,Marker 10.X,Marker 10.Y,Marker 10.Z,Marker 11.X,Marker 11.Y,Marker 11.Z,Marker 05.X,Marker 05.Y,Marker 05.Z
0,280.684,1279.478,73.962,215.264,1236.06,47.463,226.947,1273.004,43.631,222.603,1255.578,57.725,343.23,1259.083,33.85
0.005,280.684,1279.478,73.962,215.264,1236.06,47.463,226.947,1273.004,43.631,222.603,1255.578,57.725,343.23,1259.083,33.85
0.01,280.796,1279.443,74.354,215.179,1236.038,47.554,227.001,1273.05,43.549,222.556,1255.558,57.782,343.522,1259.036,34.41
0.015,280.656,1279.534,73.885,215.227,1236.021,47.515,227.014,1273.002,43.514,223.116,1255.719,57.225,343.545,1259.059,34.41
0.02,280.674,1279.48,74.089,215.276,1236.065,47.467,226.965,1273.03,43.51,222.405,1255.622,57.803,343.182,1259.057,33.845
0.025,280.959,1279.459,74.602,215.387,1236.088,47.386,226.946,1273.029,43.574,222.749,1255.632,57.615,343.134,1259.115,33.78
0.03,280.901,1279.35,74.695,215.258,1236.083,47.465,227.072,1273.043,43.471,222.909,1255.712,57.383,343.501,1259.063,34.355
0.035,280.796,1279.491,73.947,215.219,1236.075,47.553,227.071,1273.081,43.511,222.676,1255.641,57.66,343.191,1259.169,33.789
0.04,280.703,1279.47,74.287,215.358,1236.087,47.411,226.991,1273.008,43.606,222.84,1255.672,57.419,343.062,1259.165,33.655
0.045,280.508,1279.484,74.027,215.142,1236.071,47.577,226.894,1273.041,43.63,222.512,1255.657,57.867,343.473,1259.026,34.216
0.05,280.564,1279.481,74.207,215.18,1236.057,47.604,227.131,1273.063,43.381,222.389,1255.591,57.864,343.148,1259.117,33.755
0.055,280.817,1279.434,74.326,215.193,1236.067,47.573,226.959,1273.032,43.622,222.58,1255.646,57.773,343.556,1259.019,34.439
0.06,280.816,1279.532,74.374,215.231,1236.078,47.561,227.062,1273.041,43.561,222.627,1255.625,57.786,343.591,1259.11,34.393
0.065,280.731,1279.575,73.875,215.283,1236.085,47.51,227.071,1273.047,43.57,223.15,1255.716,57.269,343.413,1259.163,34.293
0.07,280.8,1279.573,74.053,215.038,1236.05,47.727,226.931,1273.021,43.677,222.723,1255.685,57.661,343.462,1259.138,34.302
0.075,280.863,1279.393,74.608,215.142,1236.062,47.682,226.855,1273.032,43.727,222.801,1255.702,57.66,343.437,1259.185,34.411
0.08,280.857,1279.463,74.381,215.238,1236.113,47.572,227.004,1273.058,43.618,222.812,1255.685,57.516,343.106,1259.273,33.851
0.085,280.898,1279.492,74.355,215.147,1236.107,47.589,227.054,1273.088,43.543,223.014,1255.733,57.335,343.336,1259.145,34.1
0.09,280.21,1279.536,74.211,215.321,1236.127,47.49,226.762,1273.038,43.847,223.081,1255.747,57.254,343.074,1259.203,33.818
0.095,280.661,1279.483,74.514,215.423,1236.164,47.398,226.965,1273.088,43.616,222.717,1255.703,57.629,343.105,1259.255,33.764
0.1,280.912,1279.584,74.014,215.043,1236.1,47.756,227.049,1273.114,43.517,222.728,1255.691,57.679,343.354,1259.218,34.151
0.105,280.859,1279.535,74.136,215.188,1236.12,47.51,226.913,1273.078,43.624,222.739,1255.687,57.508,342.95,1259.333,33.805
0.11,280.993,1279.503,74.721,215.148,1236.126,47.634,226.912,1273.106,43.665,222.685,1255.69,57.51,343.216,1259.31,34.009
0.115,280.85,1279.625,73.875,215.207,1236.165,47.546,226.976,1273.118,43.543,223.082,1255.784,57.387,343.156,1259.325,34.001
0.12,280.532,1279.603,74.129,215.352,1236.19,47.415,227.205,1273.151,43.363,222.848,1255.781,57.515,342.805,1259.402,33.43
0.125,280.874,1279.588,74.328,215.104,1236.176,47.639,227.058,1273.144,43.5,222.469,1255.703,57.788,343.377,1259.251,34.24
0.13,280.623,1279.568,74.33,215.217,1236.137,47.582,227.178,1273.146,43.414,222.902,1255.745,57.519,343.581,1259.215,34.663
0.135,280.683,1279.669,73.739,215.229,1236.164,47.548,227.156,1273.169,43.435,222.433,1255.682,57.973,343.229,1259.362,33.975
0.14,280.921,1279.629,74.067,215.091,1236.169,47.719,227.142,1273.207,43.438,222.766,1255.78,57.577,343.04,1259.369,34.081
0.145,280.558,1279.601,74.19,214.905,1236.141,47.872,226.938,1273.144,43.678,222.583,1255.73,57.874,343.02,1259.365,33.972
0.15,280.457,1279.687,73.572,215.145,1236.156,47.689,227.016,1273.105,43.612,223.064,1255.733,57.319,343.122,1259.354,34.031
0.155,280.791,1279.527,74.433,215.23,1236.15,47.576,227.104,1273.149,43.537,222.92,1255.781,57.558,343.063,1259.484,33.96
0.16,280.825,1279.632,74.135,215.309,1236.182,47.525,227.083,1273.152,43.564,222.692,1255.747,57.795,343.326,1259.404,34.404
0.165,280.66,1279.639,74.195,215.233,1236.163,47.606,227.096,1273.141,43.547,222.779,1255.765,57.65,343.642,1259.314,34.843
0.17,280.902,1279.596,74.227,215.117,1236.175,47.705,227.061,1273.138,43.633,222.897,1255.757,57.593,343.147,1259.492,34.241
0.175,280.855,1279.578,74.416,215.256,1236.162,47.686,227.079,1273.16,43.581,222.759,1255.753,57.637,342.729,1259.574,33.974
0.18,280.454,1279.639,74.08,215.304,1236.165,47.598,227.116,1273.168,43.531,222.647,1255.795,57.916,343.05,1259.489,34.385
0.185,280.289,1279.701,73.765,215.226,1236.204,47.609,226.958,1273.135,43.721,222.527,1255.704,57.902,343.341,1259.352,34.834
0.19,280.568,1279.625,74.1,215.102,1236.201,47.704,227.052,1273.178,43.583,222.687,1255.762,57.801,343.344,1259.325,35.005
0.195,280.735,1279.649,74.476,215.381,1236.242,47.422,226.977,1273.177,43.606,222.982,1255.844,57.422,343.525,1259.279,35.342
0.2,280.429,1279.804,73.691,215.188,1236.218,47.58,226.826,1273.112,43.834,222.912,1255.814,57.526,343.098,1259.344,35.005
0.205,280.41,1279.753,73.783,215.121,1236.195,47.662,227.057,1273.195,43.558,222.664,1255.815,57.706,342.589,1259.504,34.512
0.21,280.683,1279.662,74.092,215.164,1236.218,47.614,227.033,1273.206,43.553,222.663,1255.794,57.801,343.36,1259.313,35.544
0.215,280.324,1279.703,73.841,215.145,1236.219,47.662,226.954,1273.206,43.645,222.818,1255.816,57.577,343.088,1259.295,35.257
0.22,280.672,1279.665,73.948,215.065,1236.222,47.719,227.047,1273.219,43.499,222.513,1255.778,57.883,342.995,1259.307,35.232
0.225,280.924,1279.682,74.235,215.255,1236.263,47.507,226.963,1273.203,43.652,222.446,1255.815,57.813,343.003,1259.319,35.356
0.23,280.981,1279.635,74.318,215.272,1236.229,47.553,226.932,1273.188,43.649,222.897,1255.876,57.534,343.371,1259.15,36.028
0.235,280.387,1279.735,73.976,215.127,1236.238,47.653,227.066,1273.252,43.517,222.458,1255.825,57.983,342.699,1259.442,35.339
