Time,Marker 09.X,Marker 09.Y,Marker 09.Z,Marker 12.X,Marker 12.Y,Marker 12.Z,Marker 10.X,Marker 10.Y,Marker 10.Z,Marker 11.X,Marker 11.Y,Marker 11.Z,Marker 05.X,Marker 05.Y,Marker 05.Z
0,290.58,1292.893,78.67,217.232,1252.307,51.343,229.331,1288.453,31.739,229.844,1276.569,57.366,341.791,1269.891,47.023
0.005,290.58,1292.893,78.67,217.232,1252.307,51.343,229.331,1288.453,31.739,229.844,1276.569,57.366,341.791,1269.891,47.023
0.01,290.55,1292.773,79.074,217.024,1252.3,51.468,229.716,1288.499,31.359,229.618,1276.582,57.531,341.708,1269.961,46.724
0.015,290.276,1292.81,78.804,217.143,1252.316,51.416,229.453,1288.497,31.619,229.812,1276.559,57.441,341.808,1269.953,46.953
0.02,290.423,1292.76,78.781,217.069,1252.292,51.495,229.535,1288.453,31.571,229.853,1276.57,57.383,341.659,1269.925,46.696
0.025,290.362,1292.831,78.763,217.092,1252.292,51.47,229.639,1288.478,31.457,229.929,1276.563,57.322,341.62,1269.938,46.671
0.03,290.27,1292.771,79.051,217.272,1252.342,51.274,229.645,1288.501,31.469,230.011,1276.589,57.271,341.796,1269.876,46.83
0.035,290.362,1292.853,78.433,217.01,1252.294,51.523,229.502,1288.484,31.606,229.799,1276.555,57.46,341.856,1269.882,47.058
0.04,290.423,1292.82,78.821,217.251,1252.358,51.295,229.245,1288.455,31.866,230.062,1276.613,57.161,341.379,1270.014,46.346
0.045,290.54,1292.692,79.349,217.021,1252.302,51.531,229.425,1288.514,31.632,229.698,1276.572,57.498,341.987,1269.897,47.186
0.05,290.519,1292.803,78.726,217.107,1252.343,51.425,229.723,1288.588,31.351,230.094,1276.636,57.076,341.914,1269.851,47.131
0.055,290.424,1292.753,79.17,217.155,1252.348,51.31,229.487,1288.552,31.527,229.569,1276.573,57.682,341.311,1269.957,46.25
0.06,290.054,1292.712,79.146,217.004,1252.362,51.425,229.417,1288.459,31.661,229.722,1276.599,57.375,341.774,1269.945,46.893
0.065,290.222,1292.811,78.633,217.016,1252.332,51.414,229.642,1288.56,31.369,229.813,1276.604,57.338,341.576,1269.949,46.606
0.07,290.431,1292.805,79.114,216.955,1252.353,51.447,229.358,1288.561,31.666,229.767,1276.619,57.323,341.742,1269.964,46.973
0.075,290.541,1292.806,78.988,216.867,1252.34,51.596,229.647,1288.597,31.288,229.961,1276.679,57.206,341.924,1269.895,47.211
0.08,290.187,1292.963,78.254,217.011,1252.37,51.401,229.726,1288.599,31.218,229.791,1276.673,57.308,341.56,1269.929,46.715
0.085,290.277,1292.832,79.174,217.041,1252.398,51.397,229.378,1288.57,31.576,229.591,1276.599,57.466,341.614,1270.007,46.916
0.09,290.373,1292.8,78.849,217.142,1252.385,51.324,229.626,1288.594,31.372,229.578,1276.612,57.496,341.67,1270.027,46.858
0.095,290.639,1292.732,78.947,217.044,1252.43,51.361,229.539,1288.589,31.408,229.517,1276.627,57.546,341.49,1270.043,46.738
0.1,290.289,1292.845,78.912,216.932,1252.409,51.494,229.343,1288.552,31.697,229.639,1276.621,57.57,341.731,1269.957,46.914
0.105,290.642,1292.749,79.076,217.206,1252.42,51.294,229.711,1288.597,31.361,229.863,1276.663,57.216,341.782,1269.944,47.023
0.11,290.408,1292.89,78.775,217.075,1252.432,51.402,229.534,1288.588,31.516,229.952,1276.667,57.269,341.468,1270.01,46.599
0.115,290.598,1292.823,78.909,217.176,1252.413,51.356,229.405,1288.561,31.664,229.623,1276.589,57.514,341.512,1269.988,46.965
0.12,290.542,1292.937,78.491,217.02,1252.372,51.539,229.611,1288.594,31.474,229.536,1276.637,57.655,341.837,1269.928,47.271
0.125,290.456,1292.856,78.852,217.399,1252.453,51.216,229.523,1288.611,31.605,229.547,1276.63,57.664,341.256,1270.077,46.29
0.13,290.469,1292.93,78.811,217.204,1252.406,51.443,229.583,1288.598,31.52,229.498,1276.599,57.739,341.734,1269.96,47.229
0.135,290.426,1292.977,78.52,217.342,1252.439,51.248,229.762,1288.612,31.382,230.07,1276.669,57.213,341.731,1270.008,47.093
0.14,290.692,1292.904,79.008,216.967,1252.39,51.566,229.581,1288.611,31.552,229.696,1276.665,57.558,341.549,1270.088,46.902
0.145,290.431,1292.931,78.739,217.12,1252.401,51.478,229.577,1288.575,31.57,229.714,1276.642,57.54,341.528,1270.091,46.881
0.15,290.409,1292.881,78.764,217.044,1252.402,51.495,229.733,1288.627,31.421,229.803,1276.659,57.466,341.882,1269.978,47.498
0.155,290.061,1292.933,78.498,217.153,1252.45,51.409,229.499,1288.572,31.669,229.681,1276.61,57.58,341.42,1270.123,46.773
0.16,290.335,1292.956,78.795,217.234,1252.473,51.35,229.566,1288.607,31.555,229.984,1276.692,57.291,341.705,1270.064,47.203
0.165,290.295,1292.974,78.274,217.049,1252.459,51.519,229.535,1288.599,31.618,229.965,1276.666,57.243,341.415,1270.135,46.832
0.17,290.224,1293.019,78.551,216.832,1252.426,51.661,229.541,1288.669,31.533,229.73,1276.657,57.491,341.273,1270.244,46.704
0.175,290.538,1292.858,79.056,217.111,1252.43,51.379,229.352,1288.579,31.763,229.493,1276.593,57.578,341.755,1270.136,47.421
0.18,290.389,1292.922,78.809,217.316,1252.5,51.234,229.558,1288.665,31.488,229.711,1276.682,57.461,341.808,1270.09,47.419
0.185,290.515,1292.897,79.057,217.058,1252.52,51.38,229.686,1288.666,31.327,229.578,1276.613,57.518,341.553,1270.194,47.157
0.19,290.059,1292.988,78.544,217.123,1252.536,51.338,229.504,1288.648,31.546,229.627,1276.695,57.504,341.823,1270.144,47.69
0.195,290.409,1292.995,78.788,216.848,1252.5,51.526,229.838,1288.735,31.163,229.513,1276.675,57.543,341.656,1270.182,47.521
0.2,290.473,1292.982,78.677,216.834,1252.469,51.61,229.64,1288.688,31.379,229.819,1276.738,57.234,341.639,1270.268,47.444
0.205,290.324,1292.989,79.032,216.971,1252.472,51.47,229.55,1288.683,31.476,229.819,1276.715,57.28,341.659,1270.224,47.583
0.21,290.68,1292.983,78.965,217.15,1252.493,51.377,229.545,1288.683,31.565,229.692,1276.68,57.372,341.482,1270.271,47.34
0.215,290.436,1292.935,79.086,216.946,1252.499,51.514,229.608,1288.684,31.418,229.957,1276.742,57.109,341.807,1270.158,47.856
0.22,290.236,1292.998,78.795,217.239,1252.549,51.242,229.688,1288.717,31.367,229.511,1276.675,57.502,341.611,1270.187,47.659
0.225,290.448,1292.978,79.046,216.872,1252.468,51.584,229.62,1288.702,31.445,229.509,1276.686,57.548,341.473,1270.198,47.574
0.23,290.368,1293.026,78.855,216.951,1252.507,51.53,229.545,1288.698,31.51,229.461,1276.703,57.612,341.997,1270.084,48.218
0.235,290.204,1293.025,78.77,217.329,1252.555,51.254,229.633,1288.672,31.443,229.762,1276.713,57.407,341.423,1270.117,47.606
0.24,290.533,1292.963,78.879,216.905,1252.496,51.684,229.728,1288.705,31.408,229.725,1276.69,57.504,342.108,1269.973,48.578
0.245,290.56,1292.947,79.341,217.236,1252.534,51.286,229.383,1288.635,31.715,229.673,1276.671,57.515,341.858,1270.029,48.286
0.25,290.33,1293.107,78.575,217.16,1252.535,51.443,229.417,1288.666,31.757,229.575,1276.641,57.563,342.011,1269.988,48.628
0.255,290.454,1292.964,79.013,217.11,1252.539,51.45,229.585,1288.682,31.534,229.5,1276.69,57.67,341.757,1270.015,48.345
0.26,290.761,1293.056,78.808,217.209,1252.564,51.34,229.523,1288.687,31.63,229.739,1276.713,57.528,341.764,1269.908,48.429
0.265,290.369,1293.096,78.658,217.061,1252.524,51.546,229.869,1288.736,31.301,229.674,1276.731,57.557,341.646,1269.917,48.319
0.27,290.805,1292.911,79.229,217.15,1252.547,51.397,229.579,1288.726,31.538,229.7,1276.701,57.442,341.603,1269.925,48.225
0.275,290.585,1292.996,78.892,217.174,1252.572,51.403,229.585,1288.736,31.542,229.768,1276.709,57.5,342.053,1269.942,48.854
0.28,290.22,1293.014,78.631,217.234,1252.569,51.334,229.557,1288.706,31.542,229.736,1276.736,57.455,341.816,1269.913,48.574
0.285,290.394,1292.962,79.266,217.094,1252.569,51.486,229.596,1288.699,31.582,229.707,1276.718,57.505,341.747,1269.935,48.494
0.29,290.636,1293,79.058,217.087,1252.52,51.539,229.729,1288.731,31.415,229.834,1276.705,57.429,342.05,1269.832,49.017
0.295,290.475,1293.096,78.751,217.064,1252.571,51.489,229.484,1288.716,31.526,229.733,1276.714,57.431,341.82,1269.915,48.505
0.3,290.515,1292.991,79.095,217.081,1252.56,51.469,229.432,1288.707,31.704,229.485,1276.732,57.682,341.81,1269.92,48.605
0.305,290.61,1292.906,79.526,216.977,1252.591,51.496,229.556,1288.75,31.534,229.78,1276.741,57.447,341.826,1269.901,48.68
0.31,290.503,1293.028,78.831,217.171,1252.591,51.326,229.444,1288.726,31.591,229.803,1276.745,57.375,341.7,1269.943,48.423
0.315,290.638,1292.99,79.221,216.93,1252.572,51.597,229.639,1288.782,31.487,229.984,1276.804,57.11,341.929,1269.845,48.668
0.32,290.622,1293.006,79.163,217.074,1252.575,51.426,229.599,1288.786,31.502,229.72,1276.749,57.497,342.039,1269.843,48.986
0.325,290.833,1293.003,79.095,217.016,1252.608,51.389,229.615,1288.748,31.45,229.771,1276.769,57.332,342.088,1269.924,48.97
0.33,290.716,1293.003,79.147,216.908,1252.592,51.635,229.471,1288.794,31.62,229.642,1276.757,57.46,342.078,1269.898,49.08
0.335,290.61,1293.041,78.859,216.883,1252.585,51.576,229.59,1288.826,31.465,229.671,1276.76,57.419,342.252,1269.895,49.276
0.34,290.434,1293.084,78.817,217.012,1252.622,51.465,229.401,1288.738,31.582,229.627,1276.735,57.48,341.698,1269.958,48.356
0.345,290.6,1292.989,79.377,217.039,1252.63,51.406,229.335,1288.724,31.656,229.762,1276.813,57.332,341.764,1269.945,48.573
0.35,290.179,1293.047,79.164,217.061,1252.667,51.392,229.548,1288.815,31.522,229.804,1276.873,57.25,341.573,1269.978,48.407
0.355,290.583,1293.103,79.108,216.721,1252.653,51.739,229.512,1288.838,31.493,229.661,1276.818,57.427,341.927,1269.964,48.857
0.36,290.528,1293.048,78.982,216.938,1252.69,51.499,229.563,1288.802,31.496,229.58,1276.817,57.408,341.919,1269.893,48.807
0.365,290.658,1293.119,78.856,217.199,1252.666,51.287,229.467,1288.796,31.526,229.857,1276.772,57.251,342.095,1269.845,49.041
0.37,290.516,1293.047,79.111,216.885,1252.663,51.579,229.62,1288.811,31.467,229.703,1276.813,57.449,341.576,1269.984,48.452
0.375,290.658,1293.135,78.998,216.915,1252.651,51.593,229.64,1288.813,31.409,229.671,1276.812,57.462,342.245,1269.822,49.315
0.38,290.561,1293.095,79.169,216.899,1252.651,51.67,229.571,1288.785,31.572,229.779,1276.81,57.451,342.119,1269.899,49.101
0.385,290.546,1293.075,79.17,217.14,1252.688,51.473,229.519,1288.781,31.638,229.679,1276.755,57.529,341.68,1269.946,48.519
0.39,290.43,1293.138,78.981,217.328,1252.685,51.218,229.692,1288.806,31.522,229.907,1276.849,57.326,341.944,1269.978,48.88
0.395,290.639,1293.072,79.051,217.136,1252.666,51.446,229.528,1288.796,31.718,229.681,1276.767,57.55,341.986,1269.93,48.996
0.4,290.528,1293.041,79.249,216.896,1252.627,51.753,229.615,1288.809,31.593,229.717,1276.758,57.543,341.945,1269.945,48.902
0.405,290.391,1293.107,79.015,217.138,1252.645,51.496,229.622,1288.805,31.524,229.451,1276.742,57.812,341.925,1269.982,49.048
0.41,290.7,1293.103,78.927,217.275,1252.66,51.405,229.506,1288.742,31.817,229.757,1276.792,57.553,341.76,1270.005,48.687
0.415,290.6,1293.074,79.15,217.143,1252.647,51.546,229.743,1288.821,31.478,229.562,1276.755,57.76,341.604,1270.062,48.52
0.42,290.51,1293.107,79.042,217.152,1252.663,51.467,229.528,1288.78,31.754,230.072,1276.831,57.164,342.132,1269.928,49.208
0.425,290.384,1293.131,79.021,217.001,1252.659,51.631,229.776,1288.862,31.458,229.752,1276.79,57.547,341.829,1269.926,48.863
0.43,290.815,1293.025,79.414,217.116,1252.684,51.496,229.523,1288.829,31.712,229.629,1276.803,57.578,341.915,1270.005,48.914
0.435,290.656,1293.105,79.048,217.078,1252.688,51.527,229.799,1288.864,31.425,229.657,1276.828,57.591,342.022,1269.939,48.922
0.44,289.959,1293.222,78.436,217.203,1252.706,51.432,229.519,1288.835,31.612,229.61,1276.809,57.587,341.729,1270.035,48.684
0.445,290.657,1293.109,79.284,217.142,1252.709,51.398,229.602,1288.876,31.526,229.915,1276.883,57.181,341.64,1270.008,48.459
0.45,290.506,1293.145,78.875,217.074,1252.755,51.442,229.695,1288.936,31.396,229.798,1276.874,57.355,341.985,1269.983,49.035
0.455,290.46,1293.12,78.925,216.801,1252.734,51.678,229.77,1288.905,31.281,229.874,1276.948,57.191,341.788,1270.03,48.683
0.46,290.24,1293.164,78.897,216.904,1252.755,51.543,229.901,1288.95,31.161,229.611,1276.868,57.433,342.034,1269.977,49.007
0.465,290.193,1293.166,79.016,217.17,1252.787,51.348,229.412,1288.893,31.623,229.703,1276.914,57.379,341.871,1269.985,48.954
0.47,290.172,1293.243,78.864,217.127,1252.781,51.354,229.545,1288.939,31.498,229.832,1276.927,57.227,341.761,1270.035,48.68
0.475,290.42,1293.218,78.985,217.114,1252.794,51.344,229.332,1288.903,31.647,229.849,1276.885,57.246,341.687,1270.061,48.501
0.48,290.523,1293.221,78.972,217.041,1252.796,51.473,229.606,1288.948,31.424,229.635,1276.932,57.413,342.079,1269.995,49.094
0.485,290.263,1293.218,78.78,216.954,1252.779,51.532,229.583,1288.939,31.469,229.776,1276.905,57.321,341.621,1270.139,48.588
0.49,290.657,1293.162,79.306,216.918,1252.769,51.65,229.44,1288.915,31.536,229.69,1276.911,57.352,341.641,1270.081,48.58
0.495,290.152,1293.195,79.014,216.955,1252.763,51.593,229.667,1288.967,31.45,229.726,1276.837,57.47,341.995,1270.035,49.02
0.5,290.443,1293.227,79.004,217.081,1252.788,51.478,229.62,1288.926,31.494,229.775,1276.898,57.387,341.776,1270.102,48.658
0.505,290.867,1293.159,79.384,217.087,1252.817,51.443,229.922,1288.98,31.259,229.607,1276.859,57.574,342.087,1270.021,49.067
0.51,290.236,1293.198,78.713,216.96,1252.748,51.587,229.535,1288.879,31.672,229.622,1276.848,57.558,341.912,1270.073,48.932
0.515,290.383,1293.161,79.237,216.925,1252.734,51.738,229.612,1288.917,31.61,229.747,1276.879,57.543,341.843,1270.145,48.697
0.52,290.131,1293.233,78.683,217.151,1252.796,51.47,229.545,1288.906,31.626,229.824,1276.873,57.39,342.031,1270.09,49.009
0.525,290.451,1293.244,79.023,217.196,1252.803,51.474,229.593,1288.913,31.714,229.654,1276.88,57.607,341.739,1270.127,48.729
0.53,290.351,1293.167,79.303,216.93,1252.765,51.681,229.541,1288.909,31.726,229.808,1276.896,57.425,341.737,1270.14,48.613
0.535,290.181,1293.229,78.992,217.285,1252.808,51.438,229.644,1288.91,31.552,230.034,1276.943,57.225,342.2,1270.007,49.278
0.54,290.381,1293.202,79.014,217.134,1252.804,51.489,229.844,1288.961,31.347,230.074,1276.897,57.119,341.784,1270.145,48.728
0.545,290.513,1293.185,79.454,217.036,1252.795,51.546,229.813,1288.986,31.389,229.757,1276.88,57.487,341.735,1270.179,48.457
0.55,290.078,1293.213,79.135,217.051,1252.81,51.557,229.836,1288.963,31.447,229.763,1276.896,57.44,341.879,1270.072,48.765
0.555,290.528,1293.299,79.086,216.833,1252.794,51.721,229.733,1288.983,31.489,229.702,1276.879,57.415,342.062,1270.098,49.043
0.56,290.643,1293.269,79.307,217.158,1252.827,51.41,229.424,1288.912,31.703,229.724,1276.91,57.395,341.714,1270.182,48.496
0.565,290.181,1293.341,78.667,216.96,1252.865,51.601,229.696,1288.97,31.422,229.632,1276.916,57.565,342.097,1270.166,49.153
0.57,290.431,1293.241,79.227,216.786,1252.811,51.713,229.695,1289.013,31.391,229.853,1276.956,57.267,341.715,1270.215,48.498
0.575,290.265,1293.309,79.186,216.981,1252.861,51.517,229.725,1288.997,31.309,229.664,1276.956,57.493,341.693,1270.19,48.415
0.58,290.638,1293.271,79.118,217.125,1252.86,51.351,229.685,1289.018,31.41,229.92,1276.969,57.155,342.02,1270.111,48.934
0.585,290.513,1293.31,78.908,216.911,1252.867,51.634,229.555,1289.027,31.53,229.543,1276.924,57.498,341.612,1270.188,48.385
0.59,290.654,1293.254,79.47,216.897,1252.88,51.559,229.537,1289.009,31.476,229.346,1276.904,57.703,341.673,1270.32,48.456
0.595,290.258,1293.357,78.724,217.044,1252.885,51.407,229.618,1289.03,31.47,229.489,1276.94,57.566,341.704,1270.248,48.577
0.6,290.778,1293.288,79.139,217.06,1252.896,51.438,229.345,1288.952,31.648,229.787,1276.971,57.259,341.611,1270.288,48.248
