Time,Marker 09.X,Marker 09.Y,Marker 09.Z,Marker 12.X,Marker 12.Y,Marker 12.Z,Marker 10.X,Marker 10.Y,Marker 10.Z,Marker 11.X,Marker 11.Y,Marker 11.Z,Marker 05.X,Marker 05.Y,Marker 05.Z
0,216.83,1277.188,110.286,158.502,1234.789,67.551,170.296,1275.369,69.794,164.258,1250.37,78.906,282.559,1256.673,83.692
0.005,216.83,1277.188,110.286,158.502,1234.789,67.551,170.296,1275.369,69.794,164.258,1250.37,78.906,282.559,1256.673,83.692
0.01,216.928,1277.218,110.228,158.565,1234.737,67.353,170.278,1275.365,69.703,164.036,1250.325,79.108,282.426,1256.701,83.669
0.015,216.832,1277.171,110.234,158.787,1234.802,67.252,170.328,1275.352,69.713,164.255,1250.366,78.821,281.975,1256.765,82.959
0.02,216.987,1277.079,110.669,158.826,1234.828,67.253,170.341,1275.35,69.709,164.3,1250.367,78.887,282.526,1256.617,83.798
0.025,216.719,1277.183,110.218,158.423,1234.724,67.499,170.479,1275.359,69.532,164.055,1250.341,79.059,282.689,1256.506,84.225
0.03,217.088,1277.143,110.458,158.683,1234.775,67.408,170.441,1275.419,69.563,164.029,1250.306,79.118,282.434,1256.547,83.722
0.035,217.159,1277.112,110.631,158.988,1234.886,66.974,170.399,1275.371,69.644,164.171,1250.365,79.102,282.407,1256.426,83.749
0.04,216.796,1277.243,110.178,158.338,1234.712,67.667,170.398,1275.375,69.675,164.161,1250.333,78.972,282.687,1256.478,84.251
0.045,216.877,1277.219,110.208,158.445,1234.706,67.611,170.442,1275.395,69.596,164.105,1250.291,79.155,282.85,1256.445,84.651
0.05,217.37,1277.213,110.154,158.648,1234.781,67.364,170.556,1275.421,69.47,164.093,1250.305,79.149,282.559,1256.482,84.293
0.055,217.118,1277.245,110.182,158.845,1234.794,67.216,170.464,1275.374,69.586,164.214,1250.337,78.992,282.55,1256.491,84.308
0.06,216.859,1277.165,110.387,158.922,1234.833,67.074,170.259,1275.409,69.702,164.081,1250.339,79.15,283.173,1256.324,85.126
0.065,216.684,1277.078,110.812,158.794,1234.835,67.202,170.3,1275.355,69.765,163.964,1250.298,79.316,282.909,1256.256,84.94
0.07,216.946,1277.09,110.627,158.577,1234.817,67.5,170.347,1275.374,69.666,164.261,1250.412,78.843,282.814,1256.343,84.695
0.075,217.27,1277.132,110.735,158.628,1234.762,67.343,170.336,1275.378,69.694,164.184,1250.337,78.948,282.48,1256.439,84.219
0.08,216.673,1277.159,110.492,158.664,1234.798,67.266,170.447,1275.444,69.562,164.137,1250.358,79.082,282.983,1256.251,85.163
0.085,216.829,1277.189,110.395,158.55,1234.845,67.376,170.271,1275.399,69.816,163.925,1250.365,79.154,282.697,1256.281,84.558
