Time,Marker 09.X,Marker 09.Y,Marker 09.Z,Marker 12.X,Marker 12.Y,Marker 12.Z,Marker 10.X,Marker 10.Y,Marker 10.Z,Marker 11.X,Marker 11.Y,Marker 11.Z,Marker 05.X,Marker 05.Y,Marker 05.Z
0,254.832,1287.139,90.682,190.196,1243.171,76.141,201.495,1286.915,65.56,194.933,1260.501,78.489,316.607,1265.416,49.148
0.005,254.832,1287.139,90.682,190.196,1243.171,76.141,201.495,1286.915,65.56,194.933,1260.501,78.489,316.607,1265.416,49.148
0.01,255.198,1287.211,90.711,190.199,1243.138,76.068,201.44,1286.884,65.594,195.107,1260.529,78.238,316.875,1265.416,49.45
0.015,255.099,1287.262,90.613,190.168,1243.109,76.099,201.529,1286.881,65.549,194.88,1260.467,78.605,316.792,1265.392,49.558
0.02,255.294,1287.195,90.923,190.367,1243.182,75.932,201.356,1286.83,65.754,195.099,1260.538,78.373,316.618,1265.538,49.195
0.025,255.132,1287.169,91.049,190.499,1243.204,75.74,201.055,1286.838,66.085,195.019,1260.543,78.398,316.368,1265.542,48.813
0.03,255.1,1287.218,90.77,190.047,1243.061,76.37,201.502,1286.887,65.517,195.023,1260.496,78.416,316.629,1265.525,49.308
0.035,254.996,1287.118,90.897,190.257,1243.107,75.984,201.456,1286.905,65.561,195.087,1260.522,78.304,316.401,1265.458,48.835
0.04,255.077,1287.078,91.396,189.911,1243.073,76.357,201.304,1286.84,65.839,194.904,1260.521,78.554,316.674,1265.448,49.253
0.045,254.919,1287.154,91.038,190.284,1243.185,75.991,201.57,1286.9,65.436,195.066,1260.534,78.434,316.787,1265.431,49.583
0.05,254.944,1287.167,90.677,190.169,1243.147,76.051,201.45,1286.882,65.605,194.803,1260.446,78.74,316.645,1265.466,49.355
0.055,254.975,1287.218,90.987,190.489,1243.189,75.868,201.208,1286.787,65.879,195.01,1260.536,78.388,316.522,1265.516,48.982
0.06,254.613,1287.189,90.713,190.119,1243.143,76.125,201.365,1286.879,65.625,194.928,1260.537,78.488,316.698,1265.529,49.343
