Time,Marker 09.X,Marker 09.Y,Marker 09.Z,Marker 12.X,Marker 12.Y,Marker 12.Z,Marker 10.X,Marker 10.Y,Marker 10.Z,Marker 11.X,Marker 11.Y,Marker 11.Z,Marker 05.X,Marker 05.Y,Marker 05.Z
0,274.794,1311.327,60.448,210.744,1257.658,52.803,215.858,1301.776,24.521,208.621,1273.688,36.746,330.499,1284.658,29.337
0.005,274.794,1311.327,60.448,210.744,1257.658,52.803,215.858,1301.776,24.521,208.621,1273.688,36.746,330.499,1284.658,29.337
0.01,274.75,1311.403,60.344,210.769,1257.641,52.743,215.846,1301.787,24.475,208.72,1273.748,36.642,330.233,1284.729,28.937
0.015,274.902,1311.429,59.698,210.782,1257.658,52.717,215.874,1301.778,24.452,208.64,1273.744,36.666,330.237,1284.662,29.02
0.02,274.795,1311.513,60.17,210.875,1257.661,52.609,215.983,1301.803,24.312,208.733,1273.723,36.564,330.4,1284.688,29.215
0.025,274.477,1311.472,60.093,210.482,1257.631,52.961,215.91,1301.82,24.357,208.542,1273.705,36.739,330.072,1284.759,28.751
0.03,274.576,1311.418,60.424,210.76,1257.653,52.734,215.893,1301.812,24.414,208.749,1273.741,36.558,330.485,1284.697,29.341
0.035,274.623,1311.437,60.411,210.751,1257.692,52.703,215.995,1301.821,24.308,208.562,1273.731,36.712,330.638,1284.601,29.615
0.04,275.047,1311.447,60.364,210.695,1257.689,52.754,215.844,1301.834,24.421,208.713,1273.764,36.635,330.195,1284.736,28.722
0.045,274.725,1311.484,60.259,210.812,1257.706,52.66,215.874,1301.873,24.42,208.728,1273.793,36.605,330.162,1284.726,28.637
0.05,274.767,1311.433,60.369,210.934,1257.719,52.55,215.726,1301.844,24.578,208.906,1273.78,36.423,330.659,1284.661,29.545
0.055,274.838,1311.434,60.391,210.65,1257.726,52.861,216.123,1301.898,24.226,208.783,1273.791,36.606,330.495,1284.676,29.303
0.06,274.703,1311.503,60.193,210.907,1257.683,52.615,215.983,1301.854,24.374,208.561,1273.716,36.747,330.655,1284.696,29.499
0.065,274.809,1311.519,60.333,210.766,1257.677,52.739,215.951,1301.856,24.415,208.638,1273.758,36.728,330.45,1284.699,29.328
0.07,274.654,1311.579,60.073,210.957,1257.708,52.583,215.922,1301.837,24.483,208.742,1273.737,36.669,330.514,1284.728,29.379
0.075,274.746,1311.538,59.601,210.883,1257.675,52.706,216.058,1301.876,24.352,208.615,1273.727,36.82,330.162,1284.811,28.901
0.08,274.562,1311.499,60.121,210.811,1257.688,52.804,215.736,1301.811,24.64,208.603,1273.736,36.816,330.358,1284.727,29.073
0.085,274.429,1311.421,60.259,210.727,1257.704,52.907,215.873,1301.825,24.504,208.696,1273.744,36.748,330.453,1284.755,29.231
0.09,274.773,1311.468,60.233,211.12,1257.721,52.535,216.012,1301.878,24.355,208.773,1273.752,36.717,330.982,1284.593,29.985
0.095,274.428,1311.565,59.57,210.965,1257.683,52.713,215.813,1301.808,24.632,208.596,1273.7,36.897,330.49,1284.729,29.168
0.1,274.763,1311.49,60.13,210.961,1257.682,52.652,215.809,1301.817,24.679,208.737,1273.771,36.786,330.194,1284.752,28.9
0.105,274.612,1311.5,60.285,210.828,1257.699,52.81,215.821,1301.815,24.591,208.828,1273.801,36.657,330.213,1284.81,28.834
0.11,274.579,1311.501,60.195,211.094,1257.714,52.536,215.835,1301.824,24.559,208.697,1273.756,36.758,330.828,1284.673,29.842
0.115,274.591,1311.58,59.981,210.807,1257.681,52.741,215.967,1301.889,24.442,208.606,1273.753,36.814,330.243,1284.825,28.949
0.12,274.462,1311.515,60.076,210.957,1257.737,52.624,215.694,1301.851,24.674,208.905,1273.805,36.521,330.343,1284.766,29.019
0.125,274.685,1311.507,60.245,210.709,1257.725,52.789,215.883,1301.886,24.423,208.66,1273.773,36.726,330.553,1284.739,29.411
0.13,274.639,1311.526,59.984,210.922,1257.761,52.601,215.793,1301.905,24.529,208.759,1273.792,36.672,330.585,1284.706,29.455
0.135,274.65,1311.503,60.21,210.708,1257.757,52.783,215.922,1301.9,24.406,208.71,1273.814,36.626,330.298,1284.808,29.109
0.14,274.385,1311.501,60.188,210.876,1257.776,52.603,215.968,1301.912,24.358,208.692,1273.841,36.604,330.03,1284.832,28.614
0.145,274.603,1311.561,60.17,210.654,1257.75,52.869,215.913,1301.97,24.383,208.742,1273.849,36.582,330.34,1284.835,28.925
0.15,274.584,1311.535,60.018,210.727,1257.79,52.73,215.866,1301.938,24.506,208.77,1273.851,36.607,330.823,1284.749,29.704
0.155,274.75,1311.608,60.071,210.89,1257.83,52.625,215.98,1301.974,24.38,208.703,1273.859,36.67,330.413,1284.762,29.152
0.16,274.958,1311.583,60.232,210.497,1257.751,52.928,215.946,1301.953,24.359,208.611,1273.828,36.743,330.502,1284.774,29.282
0.165,274.588,1311.549,60.137,210.801,1257.817,52.762,215.828,1301.941,24.486,208.519,1273.789,36.864,330.443,1284.822,29.236
0.17,274.772,1311.632,60.223,210.536,1257.755,52.949,215.793,1301.927,24.576,208.674,1273.818,36.681,330.544,1284.869,29.398
0.175,274.651,1311.663,59.693,210.798,1257.765,52.74,216.011,1301.963,24.344,208.759,1273.814,36.625,330.502,1284.822,29.176
0.18,274.556,1311.525,60.232,210.815,1257.784,52.768,215.992,1301.938,24.439,208.627,1273.793,36.814,329.979,1284.912,28.703
0.185,274.625,1311.479,60.277,210.599,1257.76,52.972,215.724,1301.9,24.707,208.605,1273.835,36.885,330.322,1284.807,29.277
0.19,274.69,1311.503,60.347,210.767,1257.773,52.814,216.204,1301.971,24.288,208.814,1273.84,36.675,330.575,1284.783,29.3
0.195,274.648,1311.564,59.979,210.806,1257.743,52.779,215.932,1301.924,24.514,208.818,1273.822,36.717,330.282,1284.884,28.968
0.2,275.044,1311.553,60.475,210.888,1257.742,52.777,215.926,1301.913,24.575,208.756,1273.818,36.673,330.529,1284.8,29.286
0.205,274.801,1311.598,60.088,210.842,1257.75,52.813,215.771,1301.886,24.68,208.802,1273.791,36.762,330.732,1284.758,29.615
0.21,274.834,1311.634,60.033,210.982,1257.775,52.649,216.048,1301.95,24.495,208.843,1273.828,36.695,330.633,1284.888,29.478
0.215,274.73,1311.644,59.989,210.839,1257.802,52.793,215.873,1301.961,24.595,208.834,1273.83,36.713,330.524,1284.815,29.267
0.22,274.878,1311.594,60.103,210.943,1257.793,52.696,215.704,1301.883,24.722,208.674,1273.807,36.774,330.158,1284.923,28.768
0.225,274.876,1311.587,60.423,210.894,1257.789,52.718,215.846,1301.964,24.556,208.417,1273.794,36.992,330.444,1284.885,29.268
0.23,274.584,1311.598,59.912,210.681,1257.787,52.853,216.047,1301.973,24.412,208.713,1273.861,36.721,330.45,1284.84,29.323
0.235,274.615,1311.694,60.003,210.658,1257.773,52.943,215.929,1302.022,24.464,208.832,1273.901,36.551,330.332,1284.96,29.004
0.24,274.753,1311.599,60.466,210.384,1257.791,53.189,215.862,1302.002,24.476,208.805,1273.901,36.563,330.479,1284.874,29.393
0.245,274.383,1311.537,60.344,210.783,1257.845,52.703,215.941,1302.019,24.367,208.796,1273.924,36.554,330.496,1284.869,29.3
0.25,274.725,1311.62,60.256,211.06,1257.876,52.467,215.864,1302.01,24.495,208.839,1273.92,36.533,330.278,1284.903,28.931
0.255,274.794,1311.622,60.361,210.731,1257.867,52.799,215.854,1302.037,24.47,208.691,1273.905,36.72,330.247,1284.829,28.883
0.26,274.678,1311.601,60.458,210.657,1257.838,52.859,215.782,1302.013,24.554,208.673,1273.941,36.708,330.442,1284.857,29.264
0.265,274.844,1311.698,60.159,210.967,1257.885,52.55,216.045,1302.055,24.396,208.452,1273.882,36.944,330.533,1284.876,29.35
0.27,274.69,1311.668,59.944,210.719,1257.871,52.757,215.759,1301.996,24.618,208.702,1273.883,36.702,330.68,1284.83,29.663
0.275,274.785,1311.601,60.58,210.621,1257.852,52.878,216.009,1302.056,24.384,208.813,1273.922,36.597,330.421,1284.897,29.267
0.28,274.736,1311.631,60.476,210.729,1257.856,52.778,215.844,1302.005,24.56,208.943,1273.937,36.495,330.209,1284.968,29.063
0.285,275.213,1311.674,60.373,210.7,1257.857,52.861,216.063,1302.063,24.395,208.686,1273.877,36.699,330.587,1284.846,29.538
0.29,274.578,1311.641,60.176,210.679,1257.805,52.898,215.917,1302.003,24.55,208.834,1273.899,36.596,330.305,1284.961,29.145
0.295,274.823,1311.6,60.356,211.026,1257.848,52.644,216.056,1302.012,24.423,208.679,1273.882,36.75,330.229,1284.888,28.804
0.3,274.205,1311.669,60.265,210.724,1257.858,52.905,215.788,1302.005,24.661,208.419,1273.865,37.064,330.382,1284.929,29.097
0.305,274.655,1311.511,60.349,210.917,1257.856,52.728,215.952,1302.024,24.578,208.957,1273.928,36.542,330.693,1284.971,29.48
0.31,274.703,1311.573,60.349,210.776,1257.819,52.919,216.133,1302.027,24.408,209.097,1273.953,36.466,330.246,1284.877,28.869
0.315,274.693,1311.658,60.383,210.661,1257.811,53.007,215.958,1301.996,24.578,208.759,1273.909,36.753,330.233,1284.911,28.983
0.32,274.892,1311.655,60.259,210.743,1257.839,52.939,215.986,1302,24.555,208.933,1273.935,36.631,330.505,1284.906,29.375
0.325,274.74,1311.71,59.836,210.744,1257.822,52.898,215.943,1302.025,24.552,208.863,1273.898,36.697,330.503,1284.91,29.45
0.33,274.871,1311.645,60.171,210.768,1257.85,52.885,216.154,1302.06,24.337,208.554,1273.896,36.933,330.219,1284.904,29.009
0.335,274.706,1311.627,60.477,210.714,1257.871,52.906,215.941,1302.022,24.577,208.724,1273.943,36.766,330.138,1285.001,28.911
0.34,274.633,1311.631,60.545,211.017,1257.941,52.611,216.041,1302.097,24.447,208.556,1273.921,36.926,330.505,1284.901,29.439
0.345,274.464,1311.669,60.227,210.799,1257.908,52.804,216.044,1302.086,24.419,208.732,1273.944,36.745,330.564,1284.856,29.439
0.35,274.407,1311.666,59.968,210.859,1257.914,52.687,215.913,1302.092,24.544,208.731,1273.961,36.752,330.242,1284.95,28.975
0.355,274.587,1311.666,60.326,210.887,1257.943,52.742,215.963,1302.104,24.441,208.637,1273.97,36.78,330.293,1284.931,29.002
0.36,274.823,1311.642,60.238,210.698,1257.921,52.861,215.818,1302.099,24.53,208.772,1274.021,36.648,330.239,1284.98,28.866
0.365,274.811,1311.765,59.957,210.758,1257.917,52.798,216.03,1302.126,24.422,208.878,1274.004,36.551,330.219,1284.97,28.919
0.37,274.895,1311.722,60.03,211,1257.984,52.545,215.877,1302.111,24.549,208.771,1274.022,36.662,330.099,1284.949,28.75
0.375,274.97,1311.697,60.308,210.79,1257.962,52.752,215.754,1302.091,24.677,208.713,1273.993,36.705,330.019,1285.059,28.676
