Time,Marker 09.X,Marker 09.Y,Marker 09.Z,Marker 12.X,Marker 12.Y,Marker 12.Z,Marker 10.X,Marker 10.Y,Marker 10.Z,Marker 11.X,Marker 11.Y,Marker 11.Z,Marker 05.X,Marker 05.Y,Marker 05.Z
0,230.347,1308.139,98.81,165.998,1253.779,88.041,171.064,1299.287,64.085,166.236,1271.779,75.597,291.012,1282.682,68.395
0.005,230.347,1308.139,98.81,165.998,1253.779,88.041,171.064,1299.287,64.085,166.236,1271.779,75.597,291.012,1282.682,68.395
0.01,229.96,1308.177,98.784,165.777,1253.794,88.22,170.936,1299.322,64.125,165.777,1271.658,76.136,291.054,1282.569,68.524
0.015,230.28,1307.944,99.524,165.812,1253.85,88.175,170.905,1299.28,64.222,165.854,1271.741,76.133,291.046,1282.499,68.364
0.02,230.749,1308.099,99.067,166.296,1253.915,87.733,171.058,1299.322,63.929,166.035,1271.742,75.782,290.48,1282.63,67.74
0.025,230.156,1308.128,98.979,166.02,1253.885,87.972,171.121,1299.283,63.929,166.061,1271.742,75.835,290.073,1282.647,67.084
0.03,230.178,1308.131,98.877,165.78,1253.824,88.276,171.047,1299.359,63.95,165.782,1271.688,76.157,290.518,1282.535,67.664
0.035,230.501,1308.153,98.845,165.748,1253.8,88.309,170.995,1299.243,64.089,165.892,1271.746,76.049,289.929,1282.709,66.976
0.04,230.403,1308.04,99.347,166.019,1253.796,88.015,171.436,1299.399,63.572,166.011,1271.717,75.969,289.496,1282.654,66.457
0.045,230.105,1308.057,99.134,166.101,1253.849,87.919,171.078,1299.334,63.984,165.86,1271.703,76.103,289.779,1282.61,66.735
0.05,230.248,1308.176,98.536,165.56,1253.724,88.48,171.128,1299.365,63.917,165.803,1271.691,76.123,289.688,1282.62,66.576
0.055,230.558,1308.051,99.2,165.861,1253.8,88.264,170.999,1299.316,64.093,166.049,1271.77,75.867,289.733,1282.53,66.838
0.06,230.162,1308.068,98.921,166.084,1253.888,87.931,171.024,1299.327,63.992,166.112,1271.738,75.738,289.469,1282.632,66.395
0.065,230.222,1308.064,99.375,166.089,1253.87,87.875,171.069,1299.352,63.929,166.025,1271.763,75.848,289.858,1282.616,66.847
0.07,230.517,1308.093,98.929,165.69,1253.739,88.384,170.928,1299.244,64.195,165.735,1271.647,76.221,289.724,1282.566,66.896
0.075,230.557,1308.128,99.282,166.176,1253.838,87.868,171.29,1299.413,63.76,166.1,1271.753,75.823,289.377,1282.661,66.307
0.08,230.363,1308.03,99.497,166.439,1253.934,87.662,170.861,1299.242,64.305,165.976,1271.71,75.938,290.019,1282.53,67.318
0.085,229.953,1308.023,99.207,165.855,1253.835,88.216,170.978,1299.344,64.165,165.744,1271.731,76.246,289.955,1282.634,67.132
0.09,230.166,1308.163,98.837,165.941,1253.868,88.115,170.941,1299.297,64.147,165.991,1271.764,75.917,289.915,1282.543,67.137
0.095,230.362,1308.112,98.968,166.003,1253.871,88.026,171.086,1299.322,64.026,166.211,1271.789,75.734,289.745,1282.685,66.985
