Time,Marker 09.X,Marker 09.Y,Marker 09.Z,Marker 12.X,Marker 12.Y,Marker 12.Z,Marker 10.X,Marker 10.Y,Marker 10.Z,Marker 11.X,Marker 11.Y,Marker 11.Z,Marker 05.X,Marker 05.Y,Marker 05.Z
0,234.972,1306.157,65.993,183.456,1264.71,54.848,188.814,1298.751,28.267,182.496,1281.078,41.471,309.271,1280.761,41.046
0.005,234.972,1306.157,65.993,183.456,1264.71,54.848,188.814,1298.751,28.267,182.496,1281.078,41.471,309.271,1280.761,41.046
0.01,235.105,1306.168,66.483,183.609,1264.699,54.768,188.84,1298.725,28.237,182.313,1281.053,41.69,309.542,1280.714,41.574
0.015,235.03,1306.14,66.402,183.564,1264.667,54.764,188.902,1298.76,28.193,182.715,1281.126,41.328,309.6,1280.749,41.646
0.02,235.275,1306.149,66.339,183.476,1264.674,54.875,188.841,1298.775,28.254,182.394,1281.052,41.615,309.251,1280.785,41.08
0.025,234.821,1306.196,66.082,183.691,1264.718,54.659,189.023,1298.805,28.092,182.56,1281.115,41.538,309.399,1280.714,41.314
0.03,234.958,1306.185,66.609,183.332,1264.703,54.979,188.948,1298.807,28.156,182.439,1281.071,41.584,309.449,1280.697,41.412
0.035,235.176,1306.119,66.547,183.29,1264.644,55.06,188.887,1298.77,28.247,182.489,1281.09,41.514,309.371,1280.755,41.301
0.04,234.908,1306.194,66.215,183.333,1264.649,54.987,188.935,1298.787,28.135,182.543,1281.108,41.559,309.389,1280.788,41.29
0.045,235.389,1306.17,66.555,183.241,1264.646,55.134,188.884,1298.798,28.202,182.558,1281.118,41.481,309.382,1280.725,41.371
0.05,235.051,1306.227,66.162,183.44,1264.668,54.862,189.046,1298.82,28.061,182.777,1281.158,41.28,309.347,1280.733,41.286
0.055,235.275,1306.125,66.629,183.424,1264.688,54.914,188.899,1298.786,28.226,182.576,1281.117,41.486,309.454,1280.762,41.574
0.06,234.902,1306.127,66.62,183.642,1264.716,54.735,188.961,1298.793,28.185,182.561,1281.127,41.452,309.649,1280.694,41.878
0.065,235.268,1306.177,66.4,183.649,1264.7,54.834,189.093,1298.84,28.05,182.588,1281.123,41.482,309.491,1280.719,41.663
