Time,Marker 09.X,Marker 09.Y,Marker 09.Z,Marker 12.X,Marker 12.Y,Marker 12.Z,Marker 10.X,Marker 10.Y,Marker 10.Z,Marker 11.X,Marker 11.Y,Marker 11.Z,Marker 05.X,Marker 05.Y,Marker 05.Z
0,303.217,1284.185,34.887,236.819,1245.787,18.792,248.584,1274.95,13.819,241.754,1257.481,24.109,362.474,1259.224,-3.87
0.005,303.217,1284.185,34.887,236.819,1245.787,18.792,248.584,1274.95,13.819,241.754,1257.481,24.109,362.474,1259.224,-3.87
0.01,303.284,1284.175,35.112,236.933,1245.849,18.725,248.885,1275.052,13.524,242.03,1257.439,23.894,362.482,1259.38,-3.979
0.015,303.263,1284.139,35.374,236.73,1245.779,18.9,248.977,1275.034,13.461,241.794,1257.502,24.007,362.747,1259.206,-3.503
0.02,303.399,1284.167,35.167,237.002,1245.797,18.532,249.023,1275.033,13.413,242.115,1257.483,23.774,362.759,1259.295,-3.472
0.025,303.138,1284.23,34.943,236.748,1245.836,18.83,248.936,1275.047,13.509,241.866,1257.519,23.952,362.164,1259.417,-4.231
0.03,303.265,1284.225,35.002,237.075,1245.833,18.425,248.755,1275.018,13.597,242.099,1257.534,23.688,362.379,1259.349,-3.864
0.035,303.212,1284.25,34.859,236.89,1245.859,18.603,248.684,1275.017,13.617,242.001,1257.545,23.817,362.489,1259.439,-3.966
0.04,303.332,1284.125,35.354,236.67,1245.848,18.756,248.557,1275.039,13.711,241.712,1257.567,24.014,362.612,1259.285,-3.65
0.045,303.1,1284.253,35.054,236.599,1245.841,18.75,248.626,1275.039,13.543,241.934,1257.543,23.821,362.847,1259.345,-3.409
0.05,303.189,1284.235,34.912,236.816,1245.929,18.604,248.671,1275.073,13.495,242.062,1257.597,23.687,362.431,1259.356,-4.031
0.055,303.058,1284.248,34.594,236.57,1245.858,18.714,248.606,1275.073,13.579,241.935,1257.603,23.74,362.448,1259.355,-4.009
0.06,303.381,1284.164,35.136,237.011,1245.947,18.328,248.608,1275.092,13.526,241.447,1257.512,24.124,362.39,1259.405,-4.057
0.065,303.128,1284.144,35.422,236.813,1245.973,18.566,248.7,1275.095,13.484,241.828,1257.592,23.744,362.612,1259.291,-3.736
0.07,303.24,1284.278,34.686,236.951,1245.944,18.4,248.538,1275.059,13.602,242.094,1257.656,23.593,362.536,1259.312,-3.878
0.075,303.068,1284.338,34.914,236.793,1245.919,18.499,248.833,1275.122,13.347,242.052,1257.614,23.594,362.672,1259.302,-3.744
0.08,303.288,1284.302,34.859,236.859,1245.976,18.527,248.839,1275.138,13.327,241.821,1257.593,23.879,362.314,1259.417,-4.229
0.085,303.338,1284.207,35.413,236.612,1245.907,18.771,248.554,1275.068,13.655,241.574,1257.536,24.107,362.332,1259.423,-4.187
0.09,303.321,1284.322,35.065,236.838,1245.884,18.573,248.802,1275.097,13.499,242.003,1257.627,23.751,362.603,1259.435,-3.732
0.095,303.184,1284.33,34.719,237.032,1245.944,18.454,248.802,1275.096,13.58,242.072,1257.601,23.579,362.816,1259.342,-3.191
0.1,303.167,1284.266,34.783,236.935,1245.915,18.624,248.94,1275.103,13.446,241.817,1257.573,23.966,362.321,1259.442,-3.989
0.105,303.701,1284.243,35.23,236.837,1245.922,18.752,248.968,1275.074,13.438,241.884,1257.576,23.904,362.183,1259.429,-4.165
0.11,303.294,1284.255,35.177,237.047,1245.896,18.487,248.765,1275.055,13.699,241.818,1257.508,24.056,362.309,1259.381,-4.167
